terminal_id,lat,lon,berth_count,dwell_minutes,center_method,polygon
20,40.2523666375,122.08205977499999,1,241000.5,duration_weighted_berth_medoid,"POLYGON ((122.09485502414542 40.24414924664902, 122.09202912715885 40.24315551261039, 122.08126411044596 40.243327218154775, 122.07917618641237 40.24376201395134, 122.07759702464371 40.24489162682113, 122.07687612702148 40.246787039435645, 122.07706051725022 40.261694190311374, 122.07761629329785 40.26331359158918, 122.07911088256793 40.264538951028875, 122.08118775998726 40.265077993695705, 122.09258795821033 40.26492616020672, 122.0946073983068 40.264351945430214, 122.09604387152227 40.26312603528118, 122.09656668084686 40.26153062646384, 122.0965991603569 40.24658852987351, 122.09609157274582 40.24530333282747, 122.09485502414542 40.24414924664902))"
21,38.96738914423077,118.47184888461538,1,281037.7666666667,duration_weighted_berth_medoid,"POLYGON ((118.48038265180519 38.95805301307403, 118.47755284215508 38.957040415113255, 118.4687897734321 38.95718625834954, 118.46670340125463 38.95763039784715, 118.4651259579208 38.9587813690246, 118.46440628230361 38.96071154163057, 118.46455622062898 38.971053158008836, 118.46531578503645 38.97264953361006, 118.46657367521827 38.973604166165984, 118.4686447281349 38.97415601325616, 118.47807927920464 38.97405035132644, 118.47972925888234 38.973646298869966, 118.48131878616738 38.97251530231884, 118.48207158246977 38.97060117925062, 118.4821280060438 38.96054803466469, 118.48162180538904 38.959232537696714, 118.48038265180519 38.95805301307403))"
22,29.97054466292135,122.15078051685393,1,67108.95000000001,duration_weighted_berth_medoid,"POLYGON ((122.15464925506247 29.966899573075494, 122.15266426887925 29.96608907067915, 122.14939910169997 29.966209670637802, 122.14767484627201 29.96668008290618, 122.14630431420285 29.967701283693035, 122.14541827448221 29.9694938634253, 122.1455411988616 29.972751046419948, 122.14613883226144 29.974183444763888, 122.1473254419156 29.975307345820635, 122.14935349741137 29.976022793407637, 122.15286827603087 29.975906925424336, 122.15452388918267 29.975378443171994, 122.15581676114796 29.974338319630743, 122.15662674720465 29.97256878787422, 122.15666578706595 29.96955528271412, 122.15600098065647 29.96809296666136, 122.15464925506247 29.966899573075494))"
23,31.024236609375,121.486345109375,1,28667.983333333334,duration_weighted_berth_medoid,"POLYGON ((121.48948127440134 31.019964250662163, 121.48798296101577 31.019268794824278, 121.48586505136083 31.019147020590864, 121.48325111596834 31.019905991390118, 121.48175560617484 31.02121272210666, 121.48113343788542 31.022963642529234, 121.48149072647213 31.025581719084087, 121.48219992112672 31.026923452857865, 121.48344530347804 31.0279386524497, 121.48547278873683 31.02852839659154, 121.48794892028866 31.028256084774846, 121.48953895179153 31.02768771490356, 121.49076232848199 31.02664822742469, 121.49150913102191 31.024924185134996, 121.49148930510742 31.022550686690717, 121.49082165825511 31.021129988421293, 121.48948127440134 31.019964250662163))"
24,31.056826382352938,121.47264359558824,8,139704.48333333334,duration_weighted_berth_medoid,"POLYGON ((121.46261814693567 31.07064287381964, 121.46221320888367 31.071975993002418, 121.46244882983297 31.074571354918298, 121.46328668520297 31.075865644964658, 121.46463302183729 31.07679324514974, 121.46628859514588 31.077216891876123, 121.46889534527054 31.077162440384157, 121.47050108751849 31.07659909382832, 121.47196586493847 31.075237887750426, 121.47287958003118 31.070883434666268, 121.47359822583152 31.069537018607488, 121.4736231531024 31.06786040504965, 121.47505666458568 31.06526553710015, 121.47485836810789 31.062275848369822, 121.476909910856 31.060322227848477, 121.47736669156296 31.055552511268825, 121.47864204653327 31.05436684827891, 121.47921263457263 31.052976799045513, 121.47924210748711 31.049704916065632, 121.47834927791227 31.04842264867037, 121.47695395307295 31.04752804918255, 121.47295413971449 31.04701879261224, 121.47104930892918 31.047842688851283, 121.46998345343309 31.048991550453856, 121.4691693858692 31.051845606422106, 121.46938293793622 31.053424172061575, 121.46779809742074 31.055268555323536, 121.46696314561916 31.05798824530337, 121.46719845611153 31.05963592432085, 121.46531624086415 31.061694093260282, 121.46508267569212 31.06320885671439, 121.46415848341368 31.064667972182384, 121.46403823037079 31.066269851782856, 121.46280291630359 31.06872285444228, 121.46261814693567 31.07064287381964))"
25,31.04006892,121.47640691999999,4,57890.93333333334,duration_weighted_berth_medoid,"POLYGON ((121.47047910738945 31.041824964046818, 121.47098714911215 31.04354883767611, 121.47060305223707 31.047383589031785, 121.47170586894349 31.04934156823964, 121.47389706749546 31.05056352370244, 121.47560765056758 31.050945403462876, 121.4773577575996 31.050732232609406, 121.47887631472457 31.049957025462724, 121.48049857750829 31.04801315410799, 121.48192317809519 31.04174118668294, 121.48162599367049 31.038510685265845, 121.48076226270362 31.037058194222077, 121.48193079399746 31.035197000547328, 121.48215291316927 31.033663554525926, 121.48165323410404 31.032178820783866, 121.48051230435568 31.030982143740456, 121.4770796149332 31.029845858900035, 121.47539861369522 31.030122028309883, 121.47366426582013 31.031184732550777, 121.47222598591907 31.03380113475967, 121.47277748369933 31.03616424898439, 121.47141805470265 31.037147527453183, 121.47062459179742 31.038470177547005, 121.47047910738945 31.041824964046818))"
26,26.72602115384615,119.73616476923077,2,67223.65,duration_weighted_berth_medoid,"POLYGON ((119.73031966979879 26.725759076748385, 119.73087336796132 26.72732035314403, 119.73254509718667 26.729258576041158, 119.73520746141202 26.730511118013514, 119.73776489940704 26.730320761726897, 119.739323764721 26.72966720155882, 119.7404927034253 26.728537767763665, 119.74115138944762 26.72671444999362, 119.73995046536099 26.721874143899424, 119.7384991601589 26.720473407852246, 119.73648746014811 26.71983014445035, 119.73335745433948 26.720082790796965, 119.73146360483831 26.7210827383233, 119.73022070566405 26.723151048910434, 119.73031966979879 26.725759076748385))"
27,31.133493692307695,121.45783084615384,1,2505.75,duration_weighted_berth_medoid,"POLYGON ((121.46294495836615 31.12918076036921, 121.46148461671125 31.128422850890114, 121.45979932638237 31.128186355028863, 121.4562938684069 31.128347190779124, 121.45434314495752 31.129199930051584, 121.45309551153429 31.1307409884549, 121.45269336236971 31.13349970819498, 121.45293276547801 31.135007498069328, 121.45383682081733 31.136317670884978, 121.45610603920356 31.13748002893222, 121.4599929111446 31.137693438090476, 121.46175292921723 31.13745266807372, 121.46326496883195 31.136644943183665, 121.46445043455986 31.135038755977654, 121.46485431551119 31.132085636587604, 121.46420493211507 31.13036695145518, 121.46294495836615 31.12918076036921))"
28,26.0411542,119.50263850000002,1,31001.216666666667,duration_weighted_berth_medoid,"POLYGON ((119.50604272043586 26.036915809444658, 119.5041592527676 26.036000835353217, 119.50201834567798 26.03597329851138, 119.49943515487806 26.036677587963087, 119.49766339986041 26.0383199008656, 119.49715063660257 26.040177695086552, 119.49753135623854 26.04386939770509, 119.49845726146938 26.04565151740655, 119.4998117090796 26.046657871365095, 119.50193379986938 26.04714042945028, 119.50475352239569 26.046699416294594, 119.50629553720559 26.04596282082427, 119.5074082925744 26.044753497678457, 119.50792356007321 26.043254263377833, 119.5078917512125 26.039544532125007, 119.50729236121603 26.03814583476609, 119.50604272043586 26.036915809444658))"
29,31.49786483435583,121.37119857055215,3,40888.83333333333,duration_weighted_berth_medoid,"POLYGON ((121.36810277923044 31.502119803696953, 121.36874686984149 31.50364260076206, 121.37035268601308 31.504944178684784, 121.37343742503371 31.50566430768388, 121.37562717967273 31.50540844994583, 121.37740868432793 31.504293104746882, 121.37949759907112 31.501712546950905, 121.38009842094121 31.49978906802796, 121.37979370822006 31.498262797486472, 121.37522124603088 31.49338719686932, 121.37313995182178 31.49284979643597, 121.36875113150087 31.492956526941025, 121.36619985152433 31.494637055367278, 121.36532768354148 31.49677116322193, 121.36591024082055 31.500310586819708, 121.36810277923044 31.502119803696953))"
