terminal_id,lat,lon,berth_count,dwell_minutes,center_method,polygon
406,32.27173223529412,119.70573252941176,3,3609.116666666667,duration_weighted_berth_medoid,"POLYGON ((119.69953552875411 32.2646972851084, 119.71311377997313 32.2646972851084, 119.71311377997313 32.27790144101845, 119.69953552875411 32.27790144101845, 119.69953552875411 32.2646972851084))"
407,31.6754544556962,121.18029535443038,2,24675.83333333333,duration_weighted_berth_medoid,"POLYGON ((121.17268733220683 31.67123164871142, 121.18516766568742 31.67123164871142, 121.18516766568742 31.681188019055355, 121.17268733220683 31.681188019055355, 121.17268733220683 31.67123164871142))"
408,39.98465419378238,119.83464732849741,9,58571.566666666666,duration_weighted_berth_medoid,"POLYGON ((119.82133019527348 39.96857429851006, 119.84256491647201 39.96857429851006, 119.84256491647201 39.990522953729666, 119.82133019527348 39.990522953729666, 119.82133019527348 39.96857429851006))"
409,31.997169763157892,119.99968668421053,3,29750.6,duration_weighted_berth_medoid,"POLYGON ((119.99210579363472 31.99099372065861, 120.00656229425887 31.99099372065861, 120.00656229425887 32.00434488015913, 119.99210579363472 32.00434488015913, 119.99210579363472 31.99099372065861))"
410,31.68380926984127,121.16338585714286,1,2869.366666666667,duration_weighted_berth_medoid,"POLYGON ((121.15828473509677 31.67960480972799, 121.16829240111583 31.67960480972799, 121.16829240111583 31.688058801181857, 121.15828473509677 31.688058801181857, 121.15828473509677 31.67960480972799))"
411,37.44005462222223,120.02006777037037,1,7346.533333333334,duration_weighted_berth_medoid,"POLYGON ((120.01510383875286 37.43613162685374, 120.02500850443299 37.43613162685374, 120.02500850443299 37.44410458887582, 120.01510383875286 37.44410458887582, 120.01510383875286 37.43613162685374))"
412,29.783535304054055,122.08423947297298,1,6836.5,duration_weighted_berth_medoid,"POLYGON ((122.07928973720172 29.77923579243337, 122.08918020703564 29.77923579243337, 122.08918020703564 29.78782331596688, 122.07928973720172 29.78782331596688, 122.07928973720172 29.77923579243337))"
413,28.27401195744681,121.55748991489362,2,7514.4333333333325,duration_weighted_berth_medoid,"POLYGON ((121.54944531139189 28.268920881964874, 121.56361957029117 28.268920881964874, 121.56361957029117 28.278826024595926, 121.54944531139189 28.278826024595926, 121.54944531139189 28.268920881964874))"
414,28.38678366666667,121.65885619047619,1,6175.816666666667,duration_weighted_berth_medoid,"POLYGON ((121.65308830190386 28.382185548992407, 121.66438660362448 28.382185548992407, 121.66438660362448 28.391133103569203, 121.65308830190386 28.391133103569203, 121.65308830190386 28.382185548992407))"
415,39.047258125,117.77088718750001,2,11431.783333333333,duration_weighted_berth_medoid,"POLYGON ((117.76246300748656 39.0426132995213, 117.77785799851837 39.0426132995213, 117.77785799851837 39.05242775123438, 117.76246300748656 39.05242775123438, 117.76246300748656 39.0426132995213))"
416,31.290949,121.74566471428571,1,230.08333333333334,duration_weighted_berth_medoid,"POLYGON ((121.74082593431264 31.286726846182354, 121.75137719348538 31.286726846182354, 121.75137719348538 31.295602221905863, 121.74082593431264 31.295602221905863, 121.74082593431264 31.286726846182354))"
417,31.97683947368421,120.44681760526316,2,21757.316666666666,duration_weighted_berth_medoid,"POLYGON ((120.44096195519899 31.97175440246271, 120.45398045238689 31.97175440246271, 120.45398045238689 31.98341723120686, 120.44096195519899 31.98341723120686, 120.44096195519899 31.97175440246271))"
418,29.997244345507667,122.0794723265157,1,83452.04999999999,duration_weighted_berth_medoid,"POLYGON ((122.0744479416468 29.992791350232636, 122.0847482177522 29.992791350232636, 122.0847482177522 30.00140924480147, 122.0744479416468 30.00140924480147, 122.0744479416468 29.992791350232636))"
419,39.08266307142857,118.49074498809523,2,49487.850000000006,duration_weighted_berth_medoid,"POLYGON ((118.48553864637545 39.076281375730275, 118.50226157997312 39.076281375730275, 118.50226157997312 39.08648462233192, 118.48553864637545 39.08648462233192, 118.48553864637545 39.076281375730275))"
420,30.01824,122.072252,1,177.81666666666666,duration_weighted_berth_medoid,"POLYGON ((122.06729093260401 30.013961893168013, 122.07719273406266 30.013961893168013, 122.07719273406266 30.022603918569047, 122.06729093260401 30.022603918569047, 122.06729093260401 30.013961893168013))"
421,38.808869529411766,121.13631379411765,1,16291.250000000004,duration_weighted_berth_medoid,"POLYGON ((121.13115808366321 38.804826488207944, 121.14193834362446 38.804826488207944, 121.14193834362446 38.8130978115118, 121.13115808366321 38.8130978115118, 121.13115808366321 38.804826488207944))"
