reference_index,overlapping_prediction_count,reference_area_m2,overlap_area_m2,reference_area_recall
440,1,3953359.3133737715,379942.6654608885,0.09610628211192061
441,1,12210799.742174063,356813.6222180942,0.02922115092803623
442,1,4322742.215713909,2307353.797769179,0.5337708525346602
443,1,181721.81417299988,181721.81417299988,1.0
444,1,680758.091826733,513545.5622609837,0.7543730561952566
445,0,375218.8250604371,0.0,0.0
446,1,11429982.534651259,1224190.5109089455,0.10710344545126611
447,0,3620137.456404742,0.0,0.0
448,0,15120904.90449226,0.0,0.0
449,0,1448878.0921278037,0.0,0.0
450,0,8901041.755023194,0.0,0.0
451,2,857842.9139995436,839905.6610589097,0.9790902825588375
452,0,420923.3771687938,0.0,0.0
453,1,2391702.80934549,1331862.3295181685,0.5568678199958481
454,2,1656269.9537873992,307703.4057703959,0.18578095018071739
455,2,295549.6827734203,295549.6827734203,1.0
456,1,1590641.7103487418,38343.81889261,0.024105880440041565
457,2,767499.6777266738,764956.5314545117,0.9966864529771597
458,0,2457444.8224224113,0.0,0.0
459,2,233581.56144980981,233581.56144980981,1.0
460,0,192992.68150582953,0.0,0.0
461,2,261743.29364639166,220422.94260388555,0.8421340601821538
462,2,375319.20053032663,248602.23247649643,0.6623754716657743
463,1,582797.6095395433,59073.52212133314,0.10136198425385777
464,1,161801.222606891,161801.222606891,1.0
465,1,5677075.407749079,2565732.6892437283,0.45194620556590837
466,1,5376890.925533539,32072.413605513673,0.005964862231668051
467,1,1290360.1683424106,1036776.8685045699,0.8034786673835473
468,1,496920.30545203015,496920.3054520302,1.0000000000000002
469,1,1248981.1745095016,236628.1212162833,0.1894569158011622
470,2,4180145.6858065748,1237725.892372507,0.2960963529513166
471,1,3062785.7952968013,2865198.144274515,0.9354876036954002
472,1,4513360.032742605,241623.3312296137,0.05353513335447072
473,0,5089047.9877476,0.0,0.0
474,2,667224.2440633771,667224.2440633773,1.0000000000000002
475,1,504346.9808325153,504346.9808325153,1.0
476,0,2119194.7986197686,0.0,0.0
477,1,3093987.3567769914,722650.7542949175,0.23356616267744004
478,0,3650428.0399560966,0.0,0.0
479,1,859642.6911279992,857741.8568286416,0.9977888088632925
480,0,2464805.098297675,0.0,0.0
481,0,4606413.30903304,0.0,0.0
482,0,3246874.2910721446,0.0,0.0
483,0,3939445.528871483,0.0,0.0
484,1,6184747.88770939,2709888.754508029,0.4381567048017013
485,0,10896174.203764768,0.0,0.0
486,0,2806651.0907914904,0.0,0.0
487,1,8790236.978562536,925435.9231322726,0.10527997429298075
488,0,2672097.412660313,0.0,0.0
489,0,3184737.0310962163,0.0,0.0
490,1,1100559.4934688045,1079542.8945941094,0.9809037139751038
491,1,2548293.8334370777,870293.7906783875,0.3415201886293293
492,0,2330198.738265712,0.0,0.0
493,0,320217.0783164821,0.0,0.0
494,0,1235200.9074695024,0.0,0.0
495,0,304362.43439567956,0.0,0.0
496,0,336679.0620005215,0.0,0.0
497,0,2769527.926481562,0.0,0.0
498,1,1203125.1305713276,14146.084408493487,0.011757783167388366
499,0,184515.80912684597,0.0,0.0
500,1,678902.2535081364,678902.2535081364,1.0
501,1,2111082.0868981127,18650.860639073937,0.008834739660208242
502,0,688456.3428186986,0.0,0.0
503,0,597551.9292554732,0.0,0.0
504,1,444356.02883947233,171822.96999719922,0.3866786064452652
505,2,503991.9665362729,503991.9665362728,0.9999999999999998
506,2,363383.5568673924,363383.5568673924,1.0
507,1,1795603.242770372,1203680.1852221282,0.6703486363529914
508,1,290843.66587204725,290843.6658720473,1.0000000000000002
509,1,306456.7267169099,306456.7267169099,1.0
510,2,659161.7597625393,650481.4609363636,0.9868313070386504
511,1,877531.7369028823,877531.7369028825,1.0000000000000002
512,2,1979326.6038823056,720171.8604583471,0.3638469058344299
513,1,534929.5689207771,534929.5689207771,1.0
514,1,127999.69502411767,127999.69502411765,0.9999999999999999
515,1,467011.0921165078,313296.17758827336,0.6708538252665606
516,1,303242.3298356746,303242.3298356746,1.0
517,0,2594638.913275824,0.0,0.0
518,1,526092.7344449183,526092.7344449183,1.0
519,2,826852.9420727155,297118.07969501044,0.35933606156157466
520,1,1136206.8730609089,1085353.6216253857,0.9552429644273089
521,1,1037025.1589379462,601982.8298881357,0.5804900919710062
522,1,499103.40118013025,113251.24526282457,0.22690938389728849
523,1,746862.5610016756,746862.5610016756,1.0
524,1,537699.3036837983,537699.3036837984,1.0000000000000002
525,1,335785.9018510877,335785.90185108775,1.0000000000000002
526,1,69293.84767638578,69293.84767638578,1.0
527,1,534297.0888394348,360693.55021404196,0.6750805081074218
528,1,547663.4116577853,513031.36870677385,0.9367640010016741
529,1,1516769.9962904458,659181.8828691063,0.43459580851497787
530,0,665184.1693458501,0.0,0.0
531,1,793828.2481488127,357576.2104448268,0.4504453088923019
532,1,862588.1618712825,862588.1618712824,0.9999999999999999
533,1,585647.666852198,53517.08190327794,0.09138102127329782
