cluster_id,lat,lon,count,dwell_minutes,center_method,radius_m,type,polygon,distance_to_coast,inside_china_land,land_overlap_action,terminal_overlap_action
0,35.28385725721925,119.6703211425611,195,564744.7,arithmetic_mean_stop_location,,anchorage,"POLYGON ((119.800567 35.187619, 119.797979 35.183759, 119.794504 35.180397, 119.79028 35.177666, 119.782915 35.174985, 119.777606 35.174246, 119.769571 35.174782, 119.713405 35.190622, 119.616883 35.228078, 119.57932 35.246415, 119.575074 35.248996, 119.571529 35.252205, 119.56882 35.255918, 119.566543 35.262115, 119.566572 35.268585, 119.568904 35.274767, 119.617316 35.357333, 119.62788 35.373913, 119.637245 35.384399, 119.643105 35.388978, 119.650372 35.391927, 119.658387 35.392978, 119.666421 35.392036, 119.673747 35.389186, 119.74575 35.349158, 119.749863 35.345556, 119.774004 35.318983, 119.777303 35.314202, 119.790569 35.287685, 119.792055 35.28364, 119.802574 35.198402, 119.802164 35.191823, 119.800567 35.187619))",18592.434685943936,False,unchanged,unchanged
1,39.1558384550078,119.15324068079876,433,1466000.6,arithmetic_mean_stop_location,,anchorage,"POLYGON ((119.085506 39.07598, 119.080489 39.077064, 119.075834 39.078877, 119.071715 39.08135, 119.0672 39.085349, 119.064632 39.088752, 119.062932 39.092469, 119.062161 39.096366, 119.056354 39.174104, 119.0566 39.178376, 119.059048 39.184489, 119.061965 39.188118, 119.065775 39.19121, 119.121644 39.221065, 119.126263 39.222645, 119.133699 39.223701, 119.296272 39.228803, 119.3015 39.228573, 119.306572 39.227563, 119.311296 39.225814, 119.345131 39.209895, 119.368485 39.194404, 119.372189 39.191383, 119.375045 39.187852, 119.377501 39.18191, 119.377585 39.175671, 119.375287 39.169691, 119.370814 39.164503, 119.364565 39.16057, 119.310908 39.136085, 119.169611 39.089102, 119.158834 39.086679, 119.095871 39.076132, 119.090698 39.075666, 119.085506 39.07598))",14821.75266691401,False,unchanged,unchanged
9,38.92190839745958,118.2802219545184,1038,2988389.416666667,arithmetic_mean_stop_location,,anchorage,"POLYGON ((118.107444 38.818, 118.022093 38.845551, 118.018128 38.847515, 117.956222 38.88443, 117.950782 38.888779, 117.948149 38.892277, 117.946429 38.896104, 117.926045 38.961001, 117.925322 38.96721, 117.92698 38.97331, 117.934172 38.984719, 117.937024 38.987724, 117.955156 39.003631, 117.958882 39.006335, 117.965528 39.009253, 117.970431 39.010338, 118.063827 39.023456, 118.250119 39.025963, 118.257867 39.023561, 118.260266 39.022917, 118.262732 39.022452, 118.265243 39.022169, 118.292795 39.020085, 118.314485 39.012038, 118.317158 39.01118, 118.319935 39.010549, 118.322783 39.010153, 118.325669 39.009997, 118.343843 39.009774, 118.346362 39.009834, 118.348863 39.010077, 118.351324 39.010501, 118.353724 39.011102, 118.35604 39.011874, 118.358254 39.012811, 118.360345 39.013904, 118.362295 39.015145, 118.376081 39.024782, 118.383004 39.027751, 118.416644 39.028204, 118.446961 39.026295, 118.443009 39.010257, 118.442617 39.00802, 118.442537 39.005763, 118.443758 38.969995, 118.44396 38.967929, 118.444424 38.965889, 118.445145 38.963894, 118.446115 38.961964, 118.447326 38.960118, 118.450421 38.955926, 118.45016 38.952372, 118.449237 38.951182, 118.449235 38.951179, 118.449233 38.951176, 118.449232 38.951172, 118.449231 38.951169, 118.44898 38.949836, 118.44898 38.949833, 118.44898 38.94983, 118.44898 38.949827, 118.448981 38.949823, 118.449275 38.948756, 118.442734 38.948658, 118.442729 38.948658, 118.442725 38.948658, 118.44272 38.948657, 118.441045 38.948232, 118.441041 38.94823, 118.441037 38.948229, 118.441033 38.948227, 118.44103 38.948225, 118.439693 38.947331, 118.43969 38.947329, 118.439687 38.947326, 118.439685 38.947323, 118.439682 38.94732, 118.439681 38.947317, 118.43874 38.945413, 118.438739 38.94541, 118.438738 38.945407, 118.438737 38.945403, 118.438737 38.9454, 118.438884 38.941297, 118.438884 38.941294, 118.438885 38.94129, 118.438886 38.941287, 118.439416 38.940024, 118.439417 38.940021, 118.439419 38.940018, 118.439421 38.940015, 118.439424 38.940012, 118.440521 38.938994, 118.440524 38.938992, 118.440527 38.93899, 118.440531 38.938988, 118.440534 38.938986, 118.440538 38.938985, 118.442885 38.938224, 118.442889 38.938223, 118.442893 38.938222, 118.442897 38.938221, 118.442901 38.938221, 118.449457 38.938142, 118.449461 38.938142, 118.449465 38.938143, 118.449469 38.938143, 118.449473 38.938144, 118.452545 38.939049, 118.452549 38.939051, 118.452553 38.939052, 118.452557 38.939054, 118.452561 38.939057, 118.452564 38.93906, 118.454053 38.940467, 118.454056 38.940469, 118.454058 38.940472, 118.45406 38.940475, 118.454061 38.940479, 118.454062 38.940482, 118.45449 38.942143, 118.454491 38.942146, 118.454491 38.942149, 118.454491 38.942152, 118.454232 38.945324, 118.454883 38.944647, 118.454885 38.944645, 118.454888 38.944642, 118.454891 38.94464, 118.454894 38.944639, 118.456092 38.944029, 118.455205 38.942509, 118.454337 38.940506, 118.453733 38.938445, 118.453398 38.936347, 118.453337 38.934234, 118.45355 38.932126, 118.454034 38.930046, 118.454786 38.928014, 118.455797 38.926051, 118.457056 38.924178, 118.458552 38.922413, 118.460269 38.920773, 118.462189 38.919277, 118.484612 38.903482, 118.486648 38.902183, 118.488837 38.901044, 118.491159 38.900077, 118.493589 38.899292, 118.484055 38.879277, 118.476122 38.863645, 118.472084 38.858232, 118.466175 38.853988, 118.45869 38.850486, 118.451378 38.848934, 118.121096 38.816574, 118.115536 38.816479, 118.107444 38.818))",16425.54363229834,False,land_area_clipped,terminal_area_clipped
10,38.90258276375318,118.66703464927332,480,1418217.85,arithmetic_mean_stop_location,,anchorage,"POLYGON ((118.611329 38.826801, 118.579062 38.832422, 118.560023 38.837575, 118.547805 38.841669, 118.543546 38.843581, 118.538166 38.847494, 118.529829 38.857164, 118.527217 38.862517, 118.526556 38.866307, 118.527315 38.878665, 118.531833 38.903514, 118.58037 38.935527, 118.628174 38.957011, 118.633021 38.958718, 118.643937 38.961589, 118.649263 38.962536, 118.707478 38.968139, 118.714632 38.968084, 118.719282 38.96723, 118.805765 38.944898, 118.812496 38.942302, 118.818043 38.938361, 118.821976 38.933381, 118.845715 38.891006, 118.847756 38.885198, 118.847896 38.881176, 118.84626 38.87529, 118.823917 38.839556, 118.820838 38.836359, 118.817036 38.833675, 118.812651 38.831601, 118.80784 38.830212, 118.710716 38.817633, 118.703592 38.817597, 118.611329 38.826801))",12833.871472837911,False,land_area_clipped,unchanged
11,39.541923669659106,121.05515434469503,14,42385.58333333333,arithmetic_mean_stop_location,,anchorage,"POLYGON ((121.037028 39.494954, 121.031806 39.496097, 121.026987 39.498024, 121.022766 39.500657, 121.019314 39.503889, 121.016772 39.507589, 121.015242 39.511606, 121.008858 39.568826, 121.00894 39.572948, 121.011028 39.578905, 121.01365 39.582498, 121.01714 39.585621, 121.023696 39.589161, 121.031313 39.591061, 121.03665 39.591327, 121.04195 39.590776, 121.047004 39.589429, 121.051614 39.587339, 121.085082 39.564242, 121.089414 39.559396, 121.09181 39.553808, 121.095197 39.522005, 121.094534 39.517808, 121.091521 39.511921, 121.086352 39.507006, 121.079506 39.503518, 121.050437 39.495749, 121.045149 39.494802, 121.037028 39.494954))",18826.948470841646,False,unchanged,unchanged
13,39.83556069863435,119.7798429154095,127,401103.1166666667,arithmetic_mean_stop_location,,anchorage,"POLYGON ((119.819258 39.742298, 119.814138 39.742005, 119.806554 39.742971, 119.783113 39.750646, 119.777026 39.754115, 119.772435 39.758749, 119.70241 39.854954, 119.692933 39.871699, 119.691675 39.878021, 119.692994 39.884335, 119.69729 39.892036, 119.699891 39.895557, 119.703337 39.898622, 119.707495 39.901113, 119.714713 39.903572, 119.71991 39.904268, 119.725184 39.904174, 119.730334 39.903293, 119.889712 39.863117, 119.894639 39.861439, 119.899033 39.859041, 119.904246 39.854313, 119.907402 39.848612, 119.908215 39.84452, 119.907951 39.840386, 119.890134 39.786227, 119.888377 39.782477, 119.885717 39.779056, 119.880259 39.774811, 119.830946 39.746185, 119.824213 39.743333, 119.819258 39.742298))",16474.545976781705,False,unchanged,unchanged
14,39.34562173836981,121.19087987180477,155,426161.29999999993,arithmetic_mean_stop_location,,anchorage,"POLYGON ((121.16266 39.301592, 121.154276 39.303691, 121.081912 39.340753, 121.077891 39.343283, 121.07457 39.346362, 121.072074 39.349876, 121.070493 39.353693, 121.069887 39.357675, 121.070278 39.361671, 121.071652 39.365536, 121.073957 39.369126, 121.077109 39.372308, 121.095729 39.385178, 121.099808 39.38748, 121.106785 39.389736, 121.114299 39.390404, 121.238013 39.37893, 121.238759 39.378162, 121.243723 39.373563, 121.245566 39.37202, 121.2476 39.370629, 121.249805 39.369404, 121.252159 39.368356, 121.254637 39.367496, 121.257215 39.366834, 121.26576 39.365002, 121.268436 39.364541, 121.271159 39.364291, 121.273901 39.364258, 121.276633 39.364439, 121.279328 39.364835, 121.281956 39.36544, 121.30351 39.371341, 121.306601 39.370163, 121.310577 39.367577, 121.313837 39.364448, 121.317129 39.358998, 121.318269 39.353047, 121.317164 39.347093, 121.313904 39.34163, 121.308763 39.337114, 121.271587 39.312694, 121.26729 39.310386, 121.262498 39.308764, 121.257391 39.307889, 121.17869 39.300495, 121.173856 39.300379, 121.16266 39.301592))",10093.932414675513,False,land_area_clipped,unchanged
18,39.811793333111495,119.62615042335098,71,200886.65,arithmetic_mean_stop_location,,anchorage,"POLYGON ((119.617102 39.72829, 119.609232 39.729047, 119.604293 39.730523, 119.597823 39.734051, 119.577016 39.749535, 119.573952 39.752931, 119.571141 39.758727, 119.567065 39.787916, 119.570983 39.819009, 119.574522 39.83283, 119.584309 39.862049, 119.586215 39.866009, 119.590927 39.871189, 119.595113 39.873927, 119.599936 39.875956, 119.605195 39.877191, 119.625822 39.880312, 119.631099 39.880703, 119.638945 39.879792, 119.646106 39.877167, 119.65196 39.873055, 119.65488 39.869659, 119.656836 39.866235, 119.667849 39.834626, 119.674554 39.811973, 119.684859 39.766826, 119.685258 39.762917, 119.684052 39.757121, 119.682087 39.753503, 119.67927 39.750233, 119.673676 39.746237, 119.66923 39.744316, 119.627392 39.730061, 119.622361 39.728785, 119.617102 39.72829))",10633.970251853632,False,unchanged,unchanged
23,31.496700118824016,121.41107432200573,198,471565.7333333333,arithmetic_mean_stop_location,,anchorage,"POLYGON ((121.341868 31.545556, 121.34396 31.549567, 121.346908 31.553165, 121.352695 31.557506, 121.357256 31.559543, 121.362188 31.560804, 121.369888 31.561146, 121.39064 31.557906, 121.401163 31.555513, 121.406217 31.553843, 121.422629 31.546438, 121.433221 31.540429, 121.438871 31.535079, 121.497393 31.458171, 121.500798 31.451666, 121.505265 31.428289, 121.505127 31.423977, 121.50419 31.420313, 121.465622 31.444013, 121.437936 31.468048, 121.438052 31.468171, 121.438055 31.468175, 121.438057 31.468178, 121.438059 31.468182, 121.438061 31.468186, 121.438061 31.46819, 121.438062 31.468194, 121.438321 31.473838, 121.438321 31.473842, 121.43832 31.473846, 121.438319 31.47385, 121.437557 31.475937, 121.437556 31.47594, 121.437553 31.475944, 121.437551 31.475947, 121.437548 31.47595, 121.437545 31.475953, 121.437541 31.475956, 121.43516 31.477475, 121.435157 31.477477, 121.435153 31.477479, 121.435149 31.47748, 121.435145 31.477481, 121.43514 31.477482, 121.435136 31.477483, 121.431243 31.477693, 121.430261 31.479551, 121.430259 31.479555, 121.430256 31.479558, 121.430253 31.479561, 121.43025 31.479564, 121.430247 31.479566, 121.428537 31.480639, 121.428533 31.480641, 121.428529 31.480643, 121.428525 31.480645, 121.428521 31.480646, 121.428517 31.480646, 121.428513 31.480647, 121.421985 31.480982, 121.421981 31.480982, 121.421977 31.480982, 121.421972 31.480981, 121.421968 31.48098, 121.419877 31.48036, 121.419873 31.480359, 121.419869 31.480357, 121.419865 31.480355, 121.419861 31.480352, 121.419858 31.48035, 121.419855 31.480347, 121.418157 31.478396, 121.377693 31.495961, 121.379829 31.498239, 121.379831 31.498242, 121.379834 31.498245, 121.379836 31.498249, 121.379837 31.498253, 121.379838 31.498256, 121.380143 31.499783, 121.380143 31.499787, 121.380143 31.499791, 121.380143 31.499795, 121.380142 31.499799, 121.379541 31.501722, 121.37954 31.501726, 121.379538 31.501729, 121.379537 31.501732, 121.379535 31.501734, 121.377446 31.504315, 121.377443 31.504318, 121.377439 31.504321, 121.377435 31.504324, 121.375654 31.505439, 121.37565 31.505441, 121.375646 31.505443, 121.375642 31.505445, 121.375638 31.505446, 121.375633 31.505446, 121.373444 31.505702, 121.373439 31.505703, 121.373434 31.505703, 121.37343 31.505702, 121.373426 31.505701, 121.370341 31.504981, 121.370337 31.50498, 121.370333 31.504978, 121.370329 31.504977, 121.370325 31.504974, 121.370322 31.504972, 121.368716 31.50367, 121.368713 31.503668, 121.36871 31.503665, 121.368708 31.503662, 121.368706 31.503659, 121.368705 31.503656, 121.368064 31.502141, 121.367923 31.502024, 121.357646 31.508965, 121.357623 31.50898, 121.341875 31.519591, 121.340496 31.539091, 121.341868 31.545556))",4771.762088776515,False,land_area_clipped,terminal_area_clipped
25,27.931659198432968,121.19757139488304,126,364788.09999999986,arithmetic_mean_stop_location,,anchorage,"POLYGON ((121.216367 27.849692, 121.216622 27.854069, 121.216638 27.856198, 121.216439 27.85832, 121.215218 27.866743, 121.214747 27.869068, 121.214018 27.871341, 121.213038 27.873539, 121.211817 27.875641, 121.210366 27.877625, 121.2087 27.879472, 121.206835 27.881164, 121.20479 27.882684, 121.202584 27.884018, 121.20024 27.885153, 121.19778 27.886076, 121.195229 27.88678, 121.192611 27.887257, 121.185775 27.888192, 121.18335 27.888426, 121.180911 27.888464, 121.178478 27.888307, 121.176071 27.887957, 121.173709 27.887415, 121.171413 27.886687, 121.160285 27.882647, 121.15371 27.881552, 121.151356 27.881062, 121.149061 27.880387, 121.144015 27.878679, 121.14166 27.877765, 121.139414 27.876657, 121.137297 27.875364, 121.13533 27.873899, 121.13353 27.872275, 121.132368 27.871004, 121.10933 27.876849, 121.104475 27.878551, 121.098112 27.882567, 121.094716 27.886074, 121.092148 27.890094, 121.090506 27.894476, 121.086188 27.924711, 121.088447 27.924265, 121.098782 27.922719, 121.101603 27.922431, 121.104443 27.922406, 121.107269 27.922646, 121.110052 27.923148, 121.132594 27.928317, 121.135045 27.92899, 121.137413 27.929867, 121.15076 27.935483, 121.153083 27.936587, 121.155273 27.937887, 121.157309 27.939369, 121.159171 27.94102, 121.160841 27.942824, 121.162304 27.944764, 121.163545 27.946821, 121.164552 27.948974, 121.165316 27.951205, 121.16583 27.953491, 121.166088 27.95581, 121.166576 27.964599, 121.166575 27.966957, 121.166309 27.969303, 121.165782 27.971614, 121.164999 27.973868, 121.163967 27.976042, 121.162697 27.978116, 121.1612 27.980068, 121.16117 27.9801, 121.194887 27.979431, 121.199484 27.978988, 121.203928 27.977857, 121.308574 27.94227, 121.31481 27.938494, 121.349674 27.910268, 121.354748 27.904705, 121.356988 27.900361, 121.358202 27.895709, 121.362417 27.866374, 121.362574 27.861824, 121.360978 27.855156, 121.357312 27.84916, 121.351876 27.844327, 121.347483 27.841951, 121.340141 27.839873, 121.31905 27.838446, 121.239172 27.843905, 121.216367 27.849692))",7241.732572295374,False,land_area_clipped,unchanged
