cluster_id,lat,lon,count,dwell_minutes,center_method,type,polygon,distance_to_coast,inside_china_land
194,25.57978080681818,119.69367820454545,5,20693.4,duration_weighted_stop_medoid,berth,"POLYGON((119.6935820871795 25.579257743589743, 119.69368191845493 25.579257743589743, 119.69368191845493 25.57995053846154, 119.6935820871795 25.57995053846154, 119.6935820871795 25.579257743589743))",739.2222881118001,False
195,25.58060569273743,119.69191218435753,15,59560.15,duration_weighted_stop_medoid,berth,"POLYGON((119.69086743589745 25.580355143053644, 119.69191218435753 25.580355143053644, 119.69191218435753 25.5821969375, 119.69086743589745 25.5821969375, 119.69086743589745 25.580355143053644))",865.3905550163385,False
196,31.942923345588238,120.2169683235294,20,20016.816666666666,duration_weighted_stop_medoid,berth,"POLYGON((120.21613333333335 31.94262111111111, 120.21704554054054 31.94262111111111, 120.21704554054054 31.94300847169811, 120.21613333333335 31.94300847169811, 120.21613333333335 31.94262111111111))",801.6711855249936,True
197,39.208057282051286,119.02012817948719,19,14452.050000000001,duration_weighted_stop_medoid,berth,"POLYGON((119.01935289285714 39.207050607142854, 119.020358375 39.207050607142854, 119.020358375 39.208361625, 119.01935289285714 39.208361625, 119.01935289285714 39.207050607142854))",1242.3237813232536,True
198,32.01479042222222,120.80482653333333,24,21481.216666666667,duration_weighted_stop_medoid,berth,"POLYGON((120.80451826190476 32.01457695238095, 120.80500566666667 32.01457695238095, 120.80500566666667 32.01501638297872, 120.80451826190476 32.01501638297872, 120.80451826190476 32.01457695238095))",1151.9390159875315,False
199,31.596225955882353,121.27641827941176,8,27439.38333333333,duration_weighted_stop_medoid,berth,"POLYGON((121.27550665000001 31.59617829230769, 121.27646293846153 31.59617829230769, 121.27646293846153 31.59719049, 121.27550665000001 31.59719049, 121.27550665000001 31.59617829230769))",2620.342229056726,False
201,32.188502326732674,119.03362426732673,15,22936.5,duration_weighted_stop_medoid,berth,"POLYGON((119.03312224675325 32.18811145454546, 119.03390953333334 32.18811145454546, 119.03390953333334 32.18874338636363, 119.03312224675325 32.18874338636363, 119.03312224675325 32.18811145454546))",63731.6663357247,True
202,31.99538983908046,120.33937142528737,26,35908.83333333333,duration_weighted_stop_medoid,berth,"POLYGON((120.33594539999999 31.993178699999998, 120.34086206666666 31.993178699999998, 120.34086206666666 31.996491733333336, 120.33594539999999 31.996491733333336, 120.33594539999999 31.993178699999998))",970.3813134973069,False
203,39.92679212576687,119.67058164110429,15,10098.2,duration_weighted_stop_medoid,berth,"POLYGON((119.6704742 39.926704794871796, 119.67100313953489 39.926704794871796, 119.67100313953489 39.927163023255815, 119.6704742 39.927163023255815, 119.6704742 39.926704794871796))",920.4847075467882,False
204,25.140712145454547,119.01220936363636,3,4252.85,duration_weighted_stop_medoid,berth,"POLYGON((119.01188659574468 25.14068105, 119.01225675 25.14068105, 119.01225675 25.141810510638297, 119.01188659574468 25.141810510638297, 119.01188659574468 25.14068105))",1876.3109934034633,False
205,22.807359271739127,113.58492432608696,23,31558.550000000003,duration_weighted_stop_medoid,berth,"POLYGON((113.58475374157304 22.80534366666667, 113.58567384999999 22.80534366666667, 113.58567384999999 22.80778224, 113.58475374157304 22.80778224, 113.58475374157304 22.80534366666667))",225.5711853241705,False
206,39.92242086666667,119.67671193333334,25,22431.999999999996,duration_weighted_stop_medoid,berth,"POLYGON((119.676543375 39.92205851851851, 119.67677223684211 39.92205851851851, 119.67677223684211 39.922816250000004, 119.676543375 39.922816250000004, 119.676543375 39.92205851851851))",1596.0310561968531,False
207,32.0134591754386,120.36622945614036,31,32210.416666666668,duration_weighted_stop_medoid,berth,"POLYGON((120.36487898 32.012547562499996, 120.36828545454546 32.012547562499996, 120.36828545454546 32.01482484848485, 120.36487898 32.01482484848485, 120.36487898 32.012547562499996))",1476.8396795119065,False
208,39.9164925974026,119.67741738961038,22,24652.649999999998,duration_weighted_stop_medoid,berth,"POLYGON((119.67667682222222 39.91558181632653, 119.67758645833334 39.91558181632653, 119.67758645833334 39.917650574074074, 119.67667682222222 39.917650574074074, 119.67667682222222 39.91558181632653))",2459.7079465787347,False
209,21.48632406451613,109.55414696774193,12,16630.833333333336,duration_weighted_stop_medoid,berth,"POLYGON((109.55350451785715 21.4851544375, 109.5549544 21.4851544375, 109.5549544 21.4880526, 109.55350451785715 21.4880526, 109.55350451785715 21.4851544375))",2433.1550723582923,False
211,21.297669113207547,110.4164573018868,8,12260.216666666667,duration_weighted_stop_medoid,berth,"POLYGON((110.41639312727273 21.295349647058824, 110.41650254545453 21.295349647058824, 110.41650254545453 21.298097333333335, 110.41639312727273 21.298097333333335, 110.41639312727273 21.295349647058824))",1481.9054508751356,False
214,28.153559782608696,121.0990090652174,14,19965.55,duration_weighted_stop_medoid,berth,"POLYGON((121.09867387878788 28.152822647058823, 121.09948812244899 28.152822647058823, 121.09948812244899 28.154980692307692, 121.09867387878788 28.154980692307692, 121.09867387878788 28.152822647058823))",2195.7900577424825,False
216,32.07598802857143,120.49215388571429,27,40684.283333333326,duration_weighted_stop_medoid,berth,"POLYGON((120.49123325000001 32.07579375, 120.49250571428571 32.07579375, 120.49250571428571 32.076072347826084, 120.49123325000001 32.076072347826084, 120.49123325000001 32.07579375))",818.4257010601949,False
219,37.6738018,120.22067442,6,5686.883333333334,duration_weighted_stop_medoid,berth,"POLYGON((120.22015726666667 37.6733325, 120.22110506060606 37.6733325, 120.22110506060606 37.674164600000005, 120.22015726666667 37.674164600000005, 120.22015726666667 37.6733325))",821.7999667301979,False
220,37.66297404255319,120.30496527659574,8,11521.766666666666,duration_weighted_stop_medoid,berth,"POLYGON((120.3049135 37.6628894, 120.30502139999999 37.6628894, 120.30502139999999 37.663038547619045, 120.3049135 37.663038547619045, 120.3049135 37.6628894))",262.4509209766558,False
221,31.925177524590165,120.16654801639345,22,26135.7,duration_weighted_stop_medoid,berth,"POLYGON((120.165991 31.924963313432837, 120.16904588059701 31.924963313432837, 120.16904588059701 31.92524970689655, 120.165991 31.92524970689655, 120.165991 31.924963313432837))",1662.132192591228,False
222,31.83082111764706,120.84496479411764,13,23195.633333333335,duration_weighted_stop_medoid,berth,"POLYGON((120.84429907142857 31.829733714285712, 120.84566885714285 31.829733714285712, 120.84566885714285 31.83184754761905, 120.84429907142857 31.83184754761905, 120.84429907142857 31.829733714285712))",2261.9880379086107,False
223,21.56690404597701,108.33551579310344,2,4481.633333333333,duration_weighted_stop_medoid,berth,"POLYGON((108.33551579310344 21.56652647761194, 108.33556223880596 21.56652647761194, 108.33556223880596 21.56690404597701, 108.33551579310344 21.56690404597701, 108.33551579310344 21.56652647761194))",2992.094954415743,False
224,19.726113164179104,109.2058266119403,10,9988.900000000001,duration_weighted_stop_medoid,berth,"POLYGON((109.20528825 19.724987625, 109.20758628985507 19.724987625, 109.20758628985507 19.726113164179104, 109.20528825 19.726113164179104, 109.20528825 19.724987625))",540.4839498631981,False
225,35.078300514285715,119.36561778857141,12,18697.25,duration_weighted_stop_medoid,berth,"POLYGON((119.36520564705881 35.076103636363634, 119.36606145454545 35.076103636363634, 119.36606145454545 35.08007919607843, 119.36520564705881 35.08007919607843, 119.36520564705881 35.076103636363634))",2676.3394568862013,False
226,32.132992532994926,121.50076693908629,21,42796.41666666667,duration_weighted_stop_medoid,berth,"POLYGON((121.5 32.13289127272727, 121.50087063235296 32.13289127272727, 121.50087063235296 32.133333, 121.5 32.133333, 121.5 32.13289127272727))",3010.912958319535,False
227,35.36726383333333,119.5710805,49,42140.11666666667,duration_weighted_stop_medoid,berth,"POLYGON((119.5709219 35.365677, 119.57182897058823 35.365677, 119.57182897058823 35.36743371428572, 119.5709219 35.36743371428572, 119.5709219 35.365677))",2788.842422387822,False
228,26.3958245,119.78407418085106,2,4762.366666666667,duration_weighted_stop_medoid,berth,"POLYGON((119.78407418085106 26.3958245, 119.78421303125 26.3958245, 119.78421303125 26.395929265625, 119.78407418085106 26.395929265625, 119.78407418085106 26.3958245))",315.9184855238893,False
229,26.381362673469386,119.76068897959183,17,25613.166666666668,duration_weighted_stop_medoid,berth,"POLYGON((119.76062382692308 26.381316978723405, 119.76171578125 26.381316978723405, 119.76171578125 26.382127289473686, 119.76062382692308 26.382127289473686, 119.76062382692308 26.381316978723405))",1346.2668348251655,False
231,31.594014562500004,121.27804022916666,14,21701.13333333333,duration_weighted_stop_medoid,berth,"POLYGON((121.27782439130434 31.593819434782606, 121.27813181481481 31.593819434782606, 121.27813181481481 31.594094337837838, 121.27782439130434 31.594094337837838, 121.27782439130434 31.593819434782606))",2608.52639775736,False
234,31.83987004761905,120.83982107142856,26,40744.899999999994,duration_weighted_stop_medoid,berth,"POLYGON((120.83913081818181 31.839812327868852, 120.84000181967214 31.839812327868852, 120.84000181967214 31.841077363636362, 120.83913081818181 31.841077363636362, 120.83913081818181 31.839812327868852))",2044.2963011677102,False
235,32.03000961702128,120.5836125106383,9,13245.266666666668,duration_weighted_stop_medoid,berth,"POLYGON((120.58338053465346 32.02907678723404, 120.58528595744681 32.02907678723404, 120.58528595744681 32.03031213207547, 120.58338053465346 32.03031213207547, 120.58338053465346 32.02907678723404))",3942.401982555929,False
236,31.9320282987013,120.12951923376625,21,38169.61666666666,duration_weighted_stop_medoid,berth,"POLYGON((120.128603 31.93123744, 120.13211090540541 31.93123744, 120.13211090540541 31.932114231707317, 120.128603 31.932114231707317, 120.128603 31.93123744))",1476.7035354270952,False
237,31.699878663265306,121.1342592142857,7,10016.283333333333,duration_weighted_stop_medoid,berth,"POLYGON((121.1339002835821 31.69981157142857, 121.134308375 31.69981157142857, 121.134308375 31.70003576119403, 121.1339002835821 31.70003576119403, 121.1339002835821 31.69981157142857))",1128.1243356099753,False
238,31.990181045454545,120.63225725757576,5,10904.166666666666,duration_weighted_stop_medoid,berth,"POLYGON((120.6309774107143 31.99012188764045, 120.6337797752809 31.99012188764045, 120.6337797752809 31.990381589285715, 120.6309774107143 31.990381589285715, 120.6309774107143 31.99012188764045))",574.2488675285704,True
239,30.053475361445784,121.97718909638554,3,5936.733333333334,duration_weighted_stop_medoid,berth,"POLYGON((121.97714074193547 30.053475361445784, 121.97720252542372 30.053475361445784, 121.97720252542372 30.053535564516128, 121.97714074193547 30.053535564516128, 121.97714074193547 30.053475361445784))",17.061316149039015,True
240,40.810073857142854,121.0585533,26,29464.11666666667,duration_weighted_stop_medoid,berth,"POLYGON((121.05598624285714 40.80908802857142, 121.06016626666666 40.80908802857142, 121.06016626666666 40.81058293333333, 121.05598624285714 40.81058293333333, 121.05598624285714 40.80908802857142))",951.8966625841673,True
241,21.171731838709675,110.40433706451614,4,1992.8833333333332,duration_weighted_stop_medoid,berth,"POLYGON((110.40430992 21.171721285714284, 110.40467222222223 21.171721285714284, 110.40467222222223 21.171757444444445, 110.40430992 21.171757444444445, 110.40430992 21.171721285714284))",709.5792913695141,False
243,31.058594649999996,121.4720026,43,25950.266666666666,duration_weighted_stop_medoid,berth,"POLYGON((121.4718735 31.0584415, 121.472329 31.0584415, 121.472329 31.058736666666668, 121.4718735 31.058736666666668, 121.4718735 31.0584415))",32395.153179257748,True
244,25.585291633333334,119.66041166666668,4,1296.1333333333334,duration_weighted_stop_medoid,berth,"POLYGON((119.66020942857142 25.585175, 119.6608375 25.585175, 119.6608375 25.585359571428572, 119.66020942857142 25.585359571428572, 119.66020942857142 25.585175))",3761.6336495270198,False
245,40.201853210526316,121.98093457894737,3,1040.2333333333333,duration_weighted_stop_medoid,berth,"POLYGON((121.98091072727271 40.201800909090906, 121.98097809090909 40.201800909090906, 121.98097809090909 40.20189390909091, 121.98091072727271 40.20189390909091, 121.98091072727271 40.201800909090906))",2461.9575469633965,False
247,23.395860727272726,116.55859054545454,34,32864.35,duration_weighted_stop_medoid,berth,"POLYGON((116.55792876923077 23.39473166666667, 116.55891266666667 23.39473166666667, 116.55891266666667 23.398619680851063, 116.55792876923077 23.398619680851063, 116.55792876923077 23.39473166666667))",433.5168765053549,False
248,22.976606666666665,116.53341213333333,2,414.03333333333336,duration_weighted_stop_medoid,berth,"POLYGON((116.5332545 22.976606666666665, 116.53341213333333 22.976606666666665, 116.53341213333333 22.977016499999998, 116.5332545 22.977016499999998, 116.5332545 22.976606666666665))",1540.8574765628186,False
249,30.247467833333335,122.1535131111111,31,31388.499999999996,duration_weighted_stop_medoid,berth,"POLYGON((122.15214472222222 30.247342722222225, 122.15379996875001 30.247342722222225, 122.15379996875001 30.24763942857143, 122.15214472222222 30.24763942857143, 122.15214472222222 30.247342722222225))",539.0126982994135,False
250,22.897686567567565,113.58542383783784,17,19276.783333333333,duration_weighted_stop_medoid,berth,"POLYGON((113.58526163636363 22.897545363636365, 113.58611675862069 22.897545363636365, 113.58611675862069 22.898439137931035, 113.58526163636363 22.898439137931035, 113.58526163636363 22.897545363636365))",1092.5883841006162,False
251,21.30635918333333,110.41390248333333,8,5491.416666666667,duration_weighted_stop_medoid,berth,"POLYGON((110.41378323076923 21.305892307692304, 110.41411439999999 21.305892307692304, 110.41411439999999 21.3066696, 110.41378323076923 21.3066696, 110.41378323076923 21.305892307692304))",2152.1554372860433,False
252,23.76180461956522,117.49848384782608,10,19928.0,duration_weighted_stop_medoid,berth,"POLYGON((117.49812200000001 23.761036, 117.49941733333333 23.761036, 117.49941733333333 23.762080098039217, 117.49812200000001 23.762080098039217, 117.49812200000001 23.761036))",1378.2440732578755,False
253,21.71780725925926,111.80951477777778,9,8096.75,duration_weighted_stop_medoid,berth,"POLYGON((111.809117375 21.716995750000002, 111.8100623125 21.716995750000002, 111.8100623125 21.719555125, 111.809117375 21.719555125, 111.809117375 21.716995750000002))",2564.1264881376355,False
255,22.80072455,113.5872287,15,9968.683333333334,duration_weighted_stop_medoid,berth,"POLYGON((113.58706339999999 22.799946085714286, 113.58769083333333 22.799946085714286, 113.58769083333333 22.800827666666667, 113.58706339999999 22.800827666666667, 113.58706339999999 22.799946085714286))",200.50283871288445,False
256,22.90349736734694,113.58370781632652,43,59743.88333333334,duration_weighted_stop_medoid,berth,"POLYGON((113.58189666666668 22.901764857142858, 113.58455419354839 22.901764857142858, 113.58455419354839 22.90443875, 113.58189666666668 22.90443875, 113.58189666666668 22.901764857142858))",1526.8393617359077,False
257,24.452436731343283,117.98195004477611,4,5542.983333333333,duration_weighted_stop_medoid,berth,"POLYGON((117.98170626086957 24.45237769354839, 117.98195004477611 24.45237769354839, 117.98195004477611 24.452466, 117.98170626086957 24.452466, 117.98170626086957 24.45237769354839))",10.69492164463761,True
258,24.63043214814815,118.43225524074074,17,8261.666666666666,duration_weighted_stop_medoid,berth,"POLYGON((118.43164999999999 24.630325571428575, 118.4323495 24.630325571428575, 118.4323495 24.63123775, 118.43164999999999 24.63123775, 118.43164999999999 24.630325571428575))",39.85858367830062,False
260,22.44564832653061,113.03861982653062,16,21465.833333333332,duration_weighted_stop_medoid,berth,"POLYGON((113.03811178048781 22.445227666666668, 113.03935107499998 22.445227666666668, 113.03935107499998 22.445780910569106, 113.03811178048781 22.445780910569106, 113.03811178048781 22.445227666666668))",14444.187379191088,True
262,25.979590722222223,119.46744633333334,76,52661.583333333336,duration_weighted_stop_medoid,berth,"POLYGON((119.46527671428571 25.97735342857143, 119.46875841463415 25.97735342857143, 119.46875841463415 25.981079243902442, 119.46527671428571 25.981079243902442, 119.46527671428571 25.97735342857143))",66.07670727689306,True
263,31.94314894117647,120.22061466666666,26,24220.23333333333,duration_weighted_stop_medoid,berth,"POLYGON((120.22016860606061 31.943035695652178, 120.22087189393939 31.943035695652178, 120.22087189393939 31.943517588235295, 120.22016860606061 31.943517588235295, 120.22016860606061 31.943035695652178))",829.6386173833877,True
264,21.7327628,108.63336272000001,32,40176.299999999996,duration_weighted_stop_medoid,berth,"POLYGON((108.63315480392157 21.730792823529413, 108.63352726666666 21.730792823529413, 108.63352726666666 21.734369575221237, 108.63315480392157 21.734369575221237, 108.63315480392157 21.730792823529413))",1716.2997584862294,False
266,19.728845733333333,109.19923842222224,23,39043.766666666656,duration_weighted_stop_medoid,berth,"POLYGON((109.1978080224719 19.72837855319149, 109.20060706382978 19.72837855319149, 109.20060706382978 19.729340966292135, 109.1978080224719 19.729340966292135, 109.1978080224719 19.72837855319149))",1295.1229658536756,False
268,40.70496,120.96798088888889,9,8190.950000000001,duration_weighted_stop_medoid,berth,"POLYGON((120.96779642857143 40.7037678, 120.96848938157893 40.7037678, 120.96848938157893 40.7050771627907, 120.96779642857143 40.7050771627907, 120.96779642857143 40.7037678))",757.529137891281,False
269,22.443717575,113.044461225,8,9591.2,duration_weighted_stop_medoid,berth,"POLYGON((113.04371283333334 22.443489999999997, 113.04572564285715 22.443489999999997, 113.04572564285715 22.443917798387098, 113.04371283333334 22.443917798387098, 113.04371283333334 22.443489999999997))",13923.575985609808,True
270,39.93165944,119.69667232,10,7609.3,duration_weighted_stop_medoid,berth,"POLYGON((119.69550661538462 39.93135276923077, 119.69754674390245 39.93135276923077, 119.69754674390245 39.93191175, 119.69550661538462 39.93191175, 119.69550661538462 39.93135276923077))",395.0575965162854,False
271,22.298833375,113.076095125,15,18421.766666666666,duration_weighted_stop_medoid,berth,"POLYGON((113.0753665 22.297241999999997, 113.07623735483871 22.297241999999997, 113.07623735483871 22.300164838709676, 113.0753665 22.300164838709676, 113.0753665 22.297241999999997))",10308.44513632418,True
272,26.6370555,119.82657783333333,2,221.31666666666666,duration_weighted_stop_medoid,berth,"POLYGON((119.82612025 26.6370555, 119.82657783333333 26.6370555, 119.82657783333333 26.637678, 119.82612025 26.637678, 119.82612025 26.6370555))",3953.0538120875844,False
273,22.765111693069308,113.65773158415841,16,17243.466666666667,duration_weighted_stop_medoid,berth,"POLYGON((113.657295703125 22.764277140625, 113.65862948148148 22.764277140625, 113.65862948148148 22.76639759090909, 113.657295703125 22.76639759090909, 113.657295703125 22.764277140625))",354.1194705198804,True
274,24.457485258741258,117.95786299300698,16,23765.13333333333,duration_weighted_stop_medoid,berth,"POLYGON((117.95533046 24.457099714285714, 117.95918762162162 24.457099714285714, 117.95918762162162 24.457965060000003, 117.95533046 24.457965060000003, 117.95533046 24.457099714285714))",451.8382171496243,False
275,22.2055445,113.087448,21,12423.833333333334,duration_weighted_stop_medoid,berth,"POLYGON((113.08733275 22.20453688888889, 113.08781119999999 22.20453688888889, 113.08781119999999 22.206507022222223, 113.08733275 22.206507022222223, 113.08733275 22.20453688888889))",293.8049779302333,False
276,24.359293076923077,118.0987096923077,22,25201.533333333336,duration_weighted_stop_medoid,berth,"POLYGON((118.09700315789473 24.35856106060606, 118.09960789855073 24.35856106060606, 118.09960789855073 24.36041738596491, 118.09700315789473 24.36041738596491, 118.09700315789473 24.35856106060606))",2359.2133472809383,False
277,23.336532666666667,116.73675255555555,17,17046.666666666664,duration_weighted_stop_medoid,berth,"POLYGON((116.73652251020408 23.33587951851852, 116.73761244444444 23.33587951851852, 116.73761244444444 23.336683448979592, 116.73652251020408 23.336683448979592, 116.73652251020408 23.33587951851852))",865.3471091751079,False
278,31.32609219587629,121.5546762371134,60,45041.6,duration_weighted_stop_medoid,berth,"POLYGON((121.55402597916667 31.324424833333335, 121.55519 31.324424833333335, 121.55519 31.328255187499998, 121.55402597916667 31.328255187499998, 121.55402597916667 31.324424833333335))",4454.839761415996,True
279,39.93871194666667,119.71535143999999,21,15975.249999999998,duration_weighted_stop_medoid,berth,"POLYGON((119.71518371428571 39.93711664285714, 119.7155252 39.93711664285714, 119.7155252 39.94018058333334, 119.71518371428571 39.94018058333334, 119.71518371428571 39.93711664285714))",97.95189328708501,True
280,22.985160110169492,113.56680886440678,23,47012.15,duration_weighted_stop_medoid,berth,"POLYGON((113.565411 22.983302043103446, 113.56729556140351 22.983302043103446, 113.56729556140351 22.985852139860143, 113.565411 22.985852139860143, 113.565411 22.983302043103446))",1213.9830518844176,False
281,25.53191711111111,119.66378577777778,2,696.1,duration_weighted_stop_medoid,berth,"POLYGON((119.66378577777778 25.531819857142857, 119.66389742857143 25.531819857142857, 119.66389742857143 25.53191711111111, 119.66378577777778 25.53191711111111, 119.66378577777778 25.531819857142857))",3891.231508484154,False
283,39.200204771929826,118.97924577192983,23,34233.46666666667,duration_weighted_stop_medoid,berth,"POLYGON((118.97903233333334 39.20001172727273, 118.97941436363635 39.20001172727273, 118.97941436363635 39.201082416666665, 118.97903233333334 39.201082416666665, 118.97903233333334 39.20001172727273))",1430.3666391954387,True
284,26.39060992857143,119.77565860714286,34,32792.8,duration_weighted_stop_medoid,berth,"POLYGON((119.77543424175825 26.39048323076923, 119.77687927272727 26.39048323076923, 119.77687927272727 26.39148432, 119.77543424175825 26.39148432, 119.77543424175825 26.39048323076923))",1093.0828914726676,False
286,25.999934394736844,119.48397039473683,32,27004.199999999997,duration_weighted_stop_medoid,berth,"POLYGON((119.48324729166666 25.9987905, 119.48488569565218 25.9987905, 119.48488569565218 26.00134411111111, 119.48324729166666 26.00134411111111, 119.48324729166666 25.9987905))",909.7781907598929,False
287,35.31650235211267,119.51573874647887,72,65598.46666666667,duration_weighted_stop_medoid,berth,"POLYGON((119.51551745714285 35.313017476190474, 119.51585395454545 35.313017476190474, 119.51585395454545 35.319709688888885, 119.51551745714285 35.319709688888885, 119.51551745714285 35.313017476190474))",2340.889929307965,False
288,22.2976487,113.07223819999999,2,339.4,duration_weighted_stop_medoid,berth,"POLYGON((113.07169 22.296533, 113.07223819999999 22.296533, 113.07223819999999 22.2976487, 113.07169 22.2976487, 113.07169 22.296533))",10346.046848241187,True
290,31.972497305389222,120.00199447904191,4,11674.733333333334,duration_weighted_stop_medoid,berth,"POLYGON((120.00199447904191 31.971305121212122, 120.00344957575757 31.971305121212122, 120.00344957575757 31.972497305389222, 120.00199447904191 31.972497305389222, 120.00199447904191 31.971305121212122))",1976.8676846119415,False
292,32.03085679032258,120.39139140322581,22,42199.516666666656,duration_weighted_stop_medoid,berth,"POLYGON((120.38902153125 32.0286638125, 120.39315553333334 32.0286638125, 120.39315553333334 32.03255836666667, 120.38902153125 32.03255836666667, 120.38902153125 32.0286638125))",830.2023543236699,False
293,32.28436069230769,119.85919553846153,10,12747.683333333332,duration_weighted_stop_medoid,berth,"POLYGON((119.85810378333333 32.28411716666667, 119.85931153191488 32.28411716666667, 119.85931153191488 32.285349366666665, 119.85810378333333 32.285349366666665, 119.85810378333333 32.28411716666667))",50.77158872324862,True
294,25.238650105263158,118.97051542105264,3,3575.8333333333335,duration_weighted_stop_medoid,berth,"POLYGON((118.97042725531915 25.238650105263158, 118.97052535714286 25.238650105263158, 118.97052535714286 25.238728234042554, 118.97042725531915 25.238728234042554, 118.97042725531915 25.238650105263158))",581.4702118464637,False
295,39.112309625,118.533255,138,93872.41666666667,duration_weighted_stop_medoid,berth,"POLYGON((118.5306895 39.1084695, 118.53502434615385 39.1084695, 118.53502434615385 39.11509176923077, 118.5306895 39.11509176923077, 118.5306895 39.1084695))",1731.083099624341,False
296,30.558923294117648,121.02545229411766,64,75791.98333333334,duration_weighted_stop_medoid,berth,"POLYGON((121.020174 30.554975, 121.02731048 30.554975, 121.02731048 30.5602742, 121.020174 30.5602742, 121.020174 30.554975))",1622.6658850833428,False
297,38.9963995,118.45519483333334,15,8078.800000000001,duration_weighted_stop_medoid,berth,"POLYGON((118.45502678947368 38.99554489473684, 118.45523 38.99554489473684, 118.45523 38.99821242307692, 118.45502678947368 38.99821242307692, 118.45502678947368 38.99554489473684))",1627.0214992632123,False
298,31.92423030769231,120.17770961538461,13,12145.400000000001,duration_weighted_stop_medoid,berth,"POLYGON((120.17661266666666 31.92411011111111, 120.17782500000001 31.92411011111111, 120.17782500000001 31.924273392857142, 120.17661266666666 31.924273392857142, 120.17661266666666 31.92411011111111))",1632.7702192715728,False
300,39.20064411409396,118.98642974496644,23,31761.233333333334,duration_weighted_stop_medoid,berth,"POLYGON((118.98380558333334 39.199896884615384, 118.98823444 39.199896884615384, 118.98823444 39.201200879999995, 118.98380558333334 39.201200879999995, 118.98380558333334 39.199896884615384))",2112.8413124215876,True
301,21.94698761282051,113.2288730923077,2,14213.55,duration_weighted_stop_medoid,berth,"POLYGON((113.22860589010989 21.94698761282051, 113.2288730923077 21.94698761282051, 113.2288730923077 21.947219637362636, 113.22860589010989 21.947219637362636, 113.22860589010989 21.94698761282051))",1454.86701194342,False
302,22.991529999999997,116.53735244444445,2,276.15,duration_weighted_stop_medoid,berth,"POLYGON((116.5367985 22.99134875, 116.53735244444445 22.99134875, 116.53735244444445 22.991529999999997, 116.5367985 22.991529999999997, 116.5367985 22.99134875))",1315.2757066855422,False
303,23.007549247058822,113.53121485882353,12,12421.65,duration_weighted_stop_medoid,berth,"POLYGON((113.53068770588234 23.00711, 113.5322138 23.00711, 113.5322138 23.009636399999998, 113.53068770588234 23.009636399999998, 113.53068770588234 23.00711))",167.79020664677026,True
304,23.017228555555555,113.52691583838383,7,7120.316666666667,duration_weighted_stop_medoid,berth,"POLYGON((113.5265441 23.014413500000003, 113.52817022222222 23.014413500000003, 113.52817022222222 23.01791295, 113.5265441 23.01791295, 113.5265441 23.014413500000003))",199.03882090305788,False
305,22.743680630331756,113.66442568246445,12,16375.366666666665,duration_weighted_stop_medoid,berth,"POLYGON((113.66347822972973 22.742196571428572, 113.66626879365079 22.742196571428572, 113.66626879365079 22.744361837837836, 113.66347822972973 22.744361837837836, 113.66347822972973 22.742196571428572))",819.2907105009327,False
306,30.059978529411765,121.97459850000001,22,18000.883333333335,duration_weighted_stop_medoid,berth,"POLYGON((121.97408975 30.05978557142857, 121.97466269230769 30.05978557142857, 121.97466269230769 30.060022520833332, 121.97408975 30.060022520833332, 121.97408975 30.05978557142857))",121.69345278769802,True
307,39.20690941666667,119.008837125,20,21600.716666666667,duration_weighted_stop_medoid,berth,"POLYGON((119.00870914285714 39.20680744594595, 119.00901008695654 39.20680744594595, 119.00901008695654 39.207064583333334, 119.00870914285714 39.207064583333334, 119.00870914285714 39.20680744594595))",2124.123469085445,True
308,21.066986749999998,110.48803475,107,146513.5166666667,duration_weighted_stop_medoid,berth,"POLYGON((110.48286988679246 21.066526200000002, 110.48971966666666 21.066526200000002, 110.48971966666666 21.069818657894736, 110.48286988679246 21.069818657894736, 110.48286988679246 21.066526200000002))",384.2413176096654,True
309,21.69659573170732,111.8192431707317,10,17777.0,duration_weighted_stop_medoid,berth,"POLYGON((111.81919725454546 21.695425712962965, 111.81980808333333 21.695425712962965, 111.81980808333333 21.69749991666667, 111.81919725454546 21.69749991666667, 111.81919725454546 21.695425712962965))",2312.3129007792545,False
310,30.58546313207547,121.08583205660378,30,35102.566666666666,duration_weighted_stop_medoid,berth,"POLYGON((121.08447023636363 30.585109327272725, 121.08593584313725 30.585109327272725, 121.08593584313725 30.585531166666666, 121.08447023636363 30.585531166666666, 121.08447023636363 30.585109327272725))",217.5193501918948,False
311,21.141670081967213,110.40027418032787,29,25057.05,duration_weighted_stop_medoid,berth,"POLYGON((110.3984829 21.1397829, 110.40183075 21.1397829, 110.40183075 21.143079833333335, 110.3984829 21.143079833333335, 110.3984829 21.1397829))",2388.952577116158,False
312,21.2414010625,110.4195208359375,10,22274.933333333334,duration_weighted_stop_medoid,berth,"POLYGON((110.41939414035087 21.240642466101693, 110.42021556363636 21.240642466101693, 110.42021556363636 21.241491144654088, 110.41939414035087 21.241491144654088, 110.41939414035087 21.240642466101693))",1318.3129358456192,False
313,32.19655792857143,119.87988073469387,7,11032.416666666664,duration_weighted_stop_medoid,berth,"POLYGON((119.8797157173913 32.1960279122807, 119.88012612280701 32.1960279122807, 119.88012612280701 32.197872543478255, 119.8797157173913 32.197872543478255, 119.8797157173913 32.1960279122807))",2002.6078731247655,False
