terminal_id,reference_pid,reference_name,center_distance_m,predicted_area_m2,reference_area_m2,area_ratio_predicted_to_reference,intersection_area_m2,iou,predicted_area_precision,reference_area_recall
0,"1,840",青岛前港散货码头,327.53236172480695,8775737.84601322,4460970.320687552,1.9672262344620688,2992467.067716244,0.2921121280533778,0.34099321563892304,0.6708107995784708
2,"2,015",陈家港码头,277.39959847854743,2082958.4694931223,583794.2057354134,3.5679670147962357,583794.2057354134,0.28027164933224846,0.28027164933224846,1.0
5,"1,748",连云港燕尾,168.13668804931623,2843194.1858146815,854612.4829552807,3.3268811800909037,854602.391445133,0.30057720377701047,0.30057827063270304,0.99998819171221
6,"1,823",响水小蟒牛作业区（一期）,145.16355331506668,2112811.8054460515,517478.9856893501,4.082893922023729,517478.9856893501,0.24492431571779355,0.24492431571779355,1.0
8,"1,928",国投煤码头,661.9542525121469,5620534.6706799045,2272103.735630203,2.473713934157572,1815337.9752327225,0.2987079536087537,0.32298314690640006,0.7989679110004237
9,"1,927",秦港码头,486.4874719735761,2553505.068052052,976087.8767830608,2.616060632232991,720111.025333296,0.256314525583773,0.2820088490690307,0.7377522479908265
10,"1,925",弘毅码头,791.4377581143531,3528089.688381896,1454475.98342194,2.425677514510328,1192881.915178773,0.31477083360673475,0.33810986129603465,0.8201454879799971
11,"1,926",华电煤码头,1135.4772569467323,2001971.0575533358,969043.7444272398,2.0659243393977174,649194.5809909077,0.27960587780314483,0.3242777054850665,0.6699332044856435
14,"1,985",京唐港码头,389.84594898496306,3185447.5408994677,154085215.56765884,0.020673284774039447,3185447.5408994677,0.020673284774039447,1.0,0.020673284774039447
15,"1,949",秦皇岛9公司,615.5487887332569,9635379.252121072,1039850.1445511259,9.266122914547841,1039850.144551126,0.10792000162549076,0.10792000162549076,1.0000000000000002
16,"1,924",华能煤码头,321.3346737060701,1954012.825816436,1503259.9418955664,1.2998502596646615,1023264.1166913307,0.420402826531548,0.5236731832933518,0.6806967232832831
17,"1,894",天津南疆石油化工码头,36.277846188814564,9845457.861629441,857431.0976430661,11.482506161361478,857431.0976430661,0.08708900182130887,0.08708900182130887,1.0
18,"1,896",华能煤码头,870.8901221800336,4446756.158918495,1142302.882294706,3.892799561168632,836718.9553527014,0.1760646208469312,0.18816389418487958,0.7324843247106801
19,"1,094",天津港集装箱码头,742.1113911930682,1815615.8908893168,4021138.398645458,0.45151788147876654,698916.2424106355,0.13603314000951194,0.3849471939069092,0.17381054147404357
20,"1,914",鲅鱼圈钢产品码头,772.616924254794,5674234.058639961,3900713.1400869144,1.4546658149062277,3125991.3883370664,0.4847283002468139,0.5509098419331552,0.8013897141555542
21,"1,877",首钢京唐码头,283.2297634960797,3110583.271302234,1060592.47187569,2.932873232450041,1019587.100828723,0.32351528595074536,0.3277800373438891,0.9613372976573673
22,"1,555",中化兴中石油中转码头,1975.8339631482183,1633068.8842908558,12210799.742174063,0.13373971556101347,356869.3565047755,0.026460248818996945,0.21852682390659997,0.029225715271720357
23,"1,364",氯碱码头,60.08721858098127,1426542.6107573023,193049.71605244197,7.3895089820789055,193049.716052442,0.13532698890077918,0.13532698890077918,1.0000000000000002
24,"1,818",吴泾电厂,513.5676063633481,7083239.219449909,888873.5698920729,7.9687814548360985,888873.5698920729,0.1254897007362549,0.1254897007362549,1.0
25,"1,092",上海通用码头,300.4261344286214,3235309.2272252496,1434979.104750841,2.2546037196736775,1116484.043685398,0.3141658777789376,0.3450934563812765,0.7780489903922719
26,"1,530",宁德升港码头,156.39153471138405,1643723.5010750538,952163.5554588492,1.7263037339030907,951374.3961309823,0.5785144858038898,0.5787922333097687,0.9991711935167624
28,"1,248",松门码头,65.3471576673449,1656009.536705343,252731.37664468717,6.552449318683181,252731.3766446872,0.15261468671702233,0.15261468671702233,1.0000000000000002
29,"2,123",罗泾杂货码头,902.1956312992655,2782064.9819981735,3679925.0132899815,0.7560113241304638,1852181.137364563,0.40179130945547403,0.6657576833572966,0.5033203477449798
30,"1,891",天津北疆一公司杂货码头,118.45069660162095,3484583.4138848386,496752.82037119876,7.014722958756393,496752.82037119876,0.14255730495410546,0.14255730495410546,1.0
31,"1,537",金洋集装箱码头,277.6095748999538,2031608.115723411,591233.7815320604,3.4362179212069344,543571.8622796884,0.2614243715997279,0.2675574379097882,0.9193856630978258
32,"1,701",张家港华达码头,91.98089781148089,1699760.4589986096,1070984.4342801122,1.5871009928740414,858180.0059708515,0.4487063480386421,0.5048829094873971,0.8013001669325827
33,"1,535",温州龙湾码头,324.12724785024113,3255074.5838457765,685554.1997142083,4.748092251790948,685554.1997142083,0.2106109036998611,0.2106109036998611,1.0
34,"1,588",上海干散码头,140.54357273245634,1203244.8840323805,233581.56144980981,5.15128367395097,233581.56144980981,0.1941263699098545,0.19412636990985443,1.0
35,"1,909",航兴岛杂货码头,668.2941538582842,2742361.3388162362,3050483.8163224943,0.8989922595695936,1177063.622256938,0.2550085210644829,0.4292153647283503,0.3858612905791269
36,"1,067",江苏长宏国际码头,666.4827015391905,7844873.181920209,2205171.7013636003,3.5574885969510746,1493569.073308944,0.17455423313039573,0.19038791815667813,0.677302847839637
37,"2,088",江阴港（中信中煤江阴码头有限公司）,219.45633242169396,2736880.7255791645,671728.5251277237,4.0743851469740235,667711.1442694206,0.24361034899516584,0.24396793693964253,0.9940193386047746
38,"2,125",华能上海石洞口电厂,726.3622571143159,1467258.0271264666,2190828.71438664,0.6697274038318648,829530.0301867728,0.2932697183921051,0.5653607033327026,0.37863755607156807
39,"1,878",首钢码头,460.8475344326708,3932528.3378589167,1875690.8520351239,2.096575954183561,1440691.3421730045,0.3298642601499961,0.36635243751540153,0.7680857112513264
40,"1,801",新泰港务码头,507.3771729567526,3355435.8617938193,807614.0669090635,4.154751631105056,807614.0669090635,0.24068827424324904,0.24068827424324904,1.0
41,"1,469",干散码头,250.11056307345385,1874432.2223529187,547249.6362523156,3.4251867853022944,530402.8444791547,0.2804466398228623,0.28296720369721123,0.9692155267776303
42,"1,257",黄埔冷冻厂码头,604.5194538387897,3154614.0921385824,178318.84473868302,17.69086210019757,178318.84473868302,0.056526357751035324,0.056526357751035324,1.0
43,"1,207",湛江码头,412.3181875793564,1273449.4558300837,1384862.6702194295,0.9195492688298887,838982.2117768616,0.4611490226126896,0.6588264716246476,0.6058234002682201
