prediction_index,reference_index,overlap_area_m2,relation
616,691,393002.33087708877,预测包含真实
616,456,38336.09183267503,部分重叠
617,548,121638.24864582834,部分重叠
617,547,308858.3045749732,预测包含真实
617,546,100263.99187166351,部分重叠
619,358,1266325.809892646,部分重叠
622,302,443055.2122880907,预测包含真实
623,832,543937.2966672376,部分重叠
625,356,1213841.4880181868,部分重叠
626,833,727614.8512918869,部分重叠
627,35,1193005.2765597184,部分重叠
628,29,1359032.302262561,部分重叠
630,112,104777.93832098793,预测包含真实
630,113,68249.06262533995,预测包含真实
630,111,241621.14824313374,部分重叠
634,32,534788.7940467976,部分重叠
635,454,31418.282687987627,部分重叠
638,720,1383315.781581543,真实包含预测
639,512,150829.94542148913,部分重叠
639,509,306456.7267169099,预测包含真实
640,527,360663.9875675983,部分重叠
642,720,1285716.794508261,部分重叠
643,54,1270048.4897366774,部分重叠
643,712,111452.90150035199,部分重叠
644,712,782473.119427081,部分重叠
645,13,258073.8906569492,部分重叠
645,351,632709.4317749857,预测包含真实
646,116,1506113.8686543799,部分重叠
648,567,540061.2878622185,部分重叠
648,176,226660.25825827825,部分重叠
650,265,584189.4597821842,部分重叠
650,264,247010.90610371728,部分重叠
652,46,217634.2867478973,预测包含真实
654,408,1233196.1716585238,真实包含预测
655,914,786056.0837258272,部分重叠
656,408,951999.8055280385,部分重叠
657,808,427254.26003292104,部分重叠
657,814,29579.34425897945,部分重叠
658,834,430579.90593716083,预测包含真实
659,265,1718617.1547617766,部分重叠
662,36,762791.0229720993,预测包含真实
664,327,767947.7197911772,部分重叠
665,657,1217728.795361325,真实包含预测
667,815,616415.6075959186,部分重叠
675,83,4610.97751681425,部分重叠
679,870,585169.675405223,部分重叠
681,327,1556482.5983797936,部分重叠
682,652,285766.0404141593,部分重叠
685,537,998645.5296104543,部分重叠
687,68,1227049.2921790467,真实包含预测
688,301,996455.3654711114,部分重叠
689,766,731163.5454872225,部分重叠
691,253,226483.5901499365,预测包含真实
692,365,953657.0691566354,部分重叠
694,131,392680.93231727346,部分重叠
694,132,3.328085610463502,部分重叠
696,504,171813.45998385246,部分重叠
696,505,298697.9237059672,部分重叠
700,836,412412.0892112067,部分重叠
700,835,198114.16872319573,部分重叠
701,446,1224117.4228745287,真实包含预测
702,712,1144534.6091998387,部分重叠
702,711,68597.14859567478,部分重叠
703,653,2001361.6008967785,部分重叠
704,715,638521.0143838627,部分重叠
705,553,759268.5633121565,部分重叠
705,552,57800.46097154339,部分重叠
708,613,685842.923589116,部分重叠
709,153,1560290.8299273057,部分重叠
710,422,795196.359398363,部分重叠
714,886,53951.613065885984,部分重叠
714,887,680543.1829999354,部分重叠
716,682,383370.3824150081,部分重叠
719,477,722688.3846334892,部分重叠
721,572,279543.9569540543,部分重叠
722,18,167052.6595056087,预测包含真实
723,737,261594.06824346734,部分重叠
725,11,60534.74925737438,预测包含真实
726,230,16538.510880405178,部分重叠
732,642,705302.2784846715,部分重叠
733,275,1145108.2446786738,部分重叠
734,457,96898.74648503984,部分重叠
734,308,557975.5851793202,预测包含真实
735,727,936674.9062412479,部分重叠
736,611,1096038.2349517494,部分重叠
