pid,name,geom,guid,point,gkguid,create_time,update_time
40,厦门锚地,"POLYGON ((118.3074836 24.068518340000004, 118.3066392 24.06862848, 118.30580739999999 24.068811140000005, 118.15222009999998 24.109571179999996, 118.1512114 24.10989789, 118.1502437 24.1103311, 118.14932819999996 24.11086581, 118.14893139999997 24.11112711, 118.14813700000002 24.111709350000005, 118.14740459999999 24.112368009999997, 118.1467417 24.11309651, 118.1461549 24.11388757, 118.14564990000001 24.11473327, 118.14523200000001 24.11562517, 118.14490519999998 24.116554350000005, 118.1446728 24.117511519999997, 118.12626951 24.20987265, 118.15068312999999 24.265249190000002, 118.15883704 24.326463319999995, 118.09335749999998 24.38700462, 118.0932177 24.388028219999995, 118.09318589999998 24.389060829999995, 118.0932624 24.390091090000002, 118.09344640000002 24.391107669999997, 118.09853520000001 24.41269504, 118.09879530000002 24.41360148, 118.09914079999997 24.414478910000003, 118.0995686 24.41531928, 118.1000749 24.41611489, 118.1006548 24.41685846, 118.10130329999997 24.417543159999997, 118.1020142 24.418162729999995, 118.10278110000002 24.418711489999996, 118.1047342 24.41997225, 118.10555840000002 24.42044951, 118.1064249 24.420844939999995, 118.1073256 24.42115485, 118.10825189999997 24.421376329999994, 118.1091953 24.421507330000004, 118.11014699999998 24.421546600000003, 118.111098 24.421493790000003, 118.1120394 24.421349390000003, 118.11296249999998 24.42111475, 118.37810690000002 24.33988649, 118.3789612 24.339581089999996, 118.3797837 24.339198409999998, 118.4287644 24.31360369, 118.42965780000002 24.31307517, 118.4304906 24.31245557, 118.489565 24.26346532, 118.4902183 24.26287216, 118.49081599999998 24.26222291, 118.49135309999998 24.26152278, 118.49182550000002 24.260777399999995, 118.49222919999998 24.259992739999998, 118.49328969999999 24.25768294, 118.4936612 24.25675139, 118.4939361 24.255786900000004, 118.49411149999999 24.254799450000004, 118.49418559999998 24.253799290000003, 118.49415759999997 24.25279678, 118.49402789999998 24.251802309999995, 118.4937977 24.250826179999997, 118.4934694 24.249878519999996, 118.4930466 24.24896914, 118.49203949999999 24.247063699999998, 118.4915887 24.24629671, 118.4910705 24.24557352, 118.3677413 24.08890581, 118.3671146 24.08818457, 118.3664209 24.087527430000005, 118.36566689999998 24.086940589999998, 118.36485950000001 24.086429559999996, 118.3640064 24.085999149999996, 118.36311569999998 24.085653410000003, 118.3131126 24.068986999999993, 118.31209439999999 24.06870726, 118.31105199999998 24.068538129999993, 118.30999759999999 24.068481530000003, 118.30833440000002 24.068481530000003, 118.3074836 24.068518340000004))",cef9b5db-3a27-49e4-805a-53109c0bd83a,POINT (118.30557887494341 24.227723085),a58be882-85bc-4547-b7b9-ca39f53ae2be,2025-10-21 14:47:22,2025-10-21 14:47:22
41,泉州锚地,"POLYGON ((118.77098859999997 24.63847029, 118.71211915999997 24.662448459999993, 118.79040283999998 24.747370579999995, 118.7944798 24.767343199999996, 118.80510134000001 24.788871069999995, 118.87016311 24.830164839999995, 118.93157002 24.862225899999995, 118.99117022000001 24.8284398, 118.95238677999997 24.781256439999996, 118.82739889999999 24.6809087, 118.78176749999997 24.64339688, 118.7773722 24.64025902, 118.77098859999997 24.63847029))",bfbef14f-da90-4ca7-8e90-afaa0aa19ebb,POINT (118.85753003722873 24.757356889999997),5eb2e880-eb5c-4885-b56d-4576a2507985,2025-10-21 15:03:29,2025-10-21 15:03:29
42,湄洲湾锚地,"POLYGON ((119.04456811000001 24.968586769999998, 119.04102759999998 24.9848283, 119.0355862 25.026228000000003, 119.03621735 25.034092500000003, 119.05874789999999 25.031613639999996, 119.07111010999998 25.026665559999998, 119.08855869000001 25.026818860000002, 119.10593940000001 25.02098582, 119.13104488000002 25.023124629999998, 119.15293171 25.03226278, 119.22358689999997 24.96366978, 119.22493150000001 24.961019209999996, 119.22542959999997 24.958089099999995, 119.2250363 24.9551431, 119.20147939999998 24.896647649999995, 119.19989479999997 24.893932250000002, 119.19873209999999 24.89240508, 119.19725919999999 24.89103147, 119.1941685 24.889342599999996, 119.15437799999998 24.873324170000004, 119.1529194 24.87279241, 119.02015948999997 24.84740389, 118.99226451000001 24.85353721, 118.98790082 24.86191671, 119.00023898000002 24.87544697, 119.04456811000001 24.968586769999998))",e7b01b86-8701-4f88-aee5-426e15f97fcd,POINT (119.11875366894911 24.925895374999996),d742b9f8-5114-4a16-8d0b-028a256b754c,2025-10-21 15:23:52,2025-10-21 15:23:52
43,福州2号锚地,"POLYGON ((119.63382679999997 25.178817489999997, 119.63122509999997 25.18002594, 119.6290774 25.181927669999997, 119.62696989999999 25.18618607, 119.62676059999997 25.189047079999995, 119.6271099 25.192749369999998, 119.62913808 25.29878691, 119.64738568 25.330430889999995, 119.6638995 25.31973677, 119.68015369 25.30664352999999, 119.7233442 25.242350039999994, 119.72489179999997 25.240445449999992, 119.72539530000002 25.239590959999997, 119.72636350000002 25.23678802, 119.72629609999998 25.23284615, 119.72567889999999 25.23096366, 119.72444189999997 25.228696049999996, 119.69944089999998 25.207785299999998, 119.6383362 25.178403140000004, 119.6366653 25.178403140000004, 119.63382679999997 25.178817489999997))",7cfbd2e2-fd9f-4ef6-aff3-410a2c02251f,POINT (119.6664931081113 25.270568474999997),690292cd-7bf9-4245-b3e0-e129de08f901,2025-10-21 15:29:44,2025-10-21 17:17:02
44,福州1号锚地,"POLYGON ((119.76810260000002 25.91775486, 119.72856344 26.00546177, 119.63520632 26.126495639999998, 119.63633284999999 26.134538590000002, 119.85058342999999 26.294776100000004, 119.89543616 26.285349009999997, 119.90155599999999 26.173812610000002, 119.88338472 25.96016562, 119.85943730000001 25.950009159999997, 119.8537151 25.94305449, 119.8365873 25.93553899, 119.7772637 25.91525454, 119.76810260000002 25.91775486))",de5f9ad4-a1c9-420b-86d7-ba02cbc9e782,POINT (119.78713465088767 26.065978705),690292cd-7bf9-4245-b3e0-e129de08f901,2025-10-21 15:48:30,2025-10-21 17:16:53
45,海口2号锚地,"POLYGON ((110.03488734999999 19.979420670000003, 109.99969677 19.981840600000005, 109.95270446999999 19.99646023, 109.97050501999999 20.057017539999997, 109.97853019 20.091662389999993, 110.04545600000002 20.081631159999997, 110.04910389999999 20.077552309999998, 110.0507317 20.07180157, 110.0520805 20.01395745, 110.04314855000001 19.99101583, 110.03488734999999 19.979420670000003))",a32e51d0-1458-493d-8fc7-1a4ceff70d7c,POINT (110.00787741277514 20.035487494999998),b6452e3c-2a9f-439e-a918-c98ab1c6ab8c,2025-10-21 15:59:50,2025-10-21 17:16:13
46,海口1号锚地,"POLYGON ((110.30687830555598 20.15681575, 110.32694122222199 20.091738861111097, 110.29679319444399 20.08226719444439, 110.29657863888899 20.0614073888889, 110.26310466666699 20.0612058333333, 110.240574111111 20.11874, 110.30687830555598 20.15681575))",354e63a8-3273-444a-b494-e4b7b09b80c5,POINT (110.28432001591247 20.10523943055555),b6452e3c-2a9f-439e-a918-c98ab1c6ab8c,2025-10-21 16:00:32,2025-10-21 17:16:05
49,罗源湾锚地,"MULTIPOLYGON (((119.87619194919102 26.485146169211085, 119.8785014625532 26.438517381350096, 119.86623761111099 26.43559225, 119.84298999999999 26.469129999999996, 119.85946999999999 26.482649999999996, 119.87619194919102 26.485146169211085)), ((120.18767999999997 26.352290000000004, 120.11626999999999 26.326439999999998, 120.05722000000002 26.36828, 120.0465977038916 26.37353278950988, 120.09017999999999 26.370739999999994, 120.2065079669144 26.372823792794094, 120.18767999999997 26.352290000000004)), ((119.92539338888902 26.3885081944444, 119.92646781528575 26.395312423368033, 119.97579823599565 26.381872889828855, 119.92539338888902 26.3885081944444)), ((119.92446370630064 26.425091891938152, 119.92541764 26.424891439999996, 119.92511976129742 26.424219608242826, 119.92446370630064 26.425091891938152)))",10f008ef-5838-4fed-84eb-2fcadfbae77e,POINT (120.12500178716537 26.339365),f27a2780-6a2c-4635-8ef5-671668ce8ae6,2025-10-21 17:11:53,2025-10-21 17:12:59
50,宁德1号锚地,"POLYGON ((119.92401 26.503549999999997, 119.97482 26.503549999999997, 120.02109739999999 26.491742819999995, 120.05854104 26.493509629999995, 120.09416077 26.510792200000004, 120.12863000000002 26.525669999999995, 120.19592 26.50109, 120.26321 26.461759999999998, 120.29343 26.392889999999998, 120.22751000000001 26.3732, 120.09017999999999 26.370739999999994, 119.99405 26.3769, 119.91383049999999 26.39875507, 119.92541764 26.424891439999996, 119.87869 26.434709999999992, 119.87595000000002 26.490029999999994, 119.92401 26.503549999999997))",24da1e13-cbbf-4559-a1e0-17c3d788481d,POINT (120.07358242300812 26.448234999999997),95bd81b0-6088-433b-9bab-7232f3f40d1e,2025-10-21 17:14:15,2025-10-21 17:16:34
51,宁德2号锚地,"POLYGON ((119.80871536 26.63347810999999, 119.80201919 26.63383369, 119.79118306 26.647834809999996, 119.79139764 26.654978550000003, 119.79939062000001 26.66557348, 119.832 26.670569999999998, 119.86359 26.621469999999995, 119.83217953999998 26.603859119999996, 119.80871536 26.63347810999999))",573c4bca-9300-486f-8d57-87b96ae71e47,POINT (119.82386626863544 26.640834249999997),95bd81b0-6088-433b-9bab-7232f3f40d1e,2025-10-21 17:15:04,2025-10-21 17:16:26
52,葫芦岛锚地,"MULTIPOLYGON (((121.11603 40.76666, 121.1567353497437 40.74794, 121.07071 40.74794, 121.04242614979835 40.703113793738886, 121.04055826000001 40.70522302, 121.03712503 40.75010349000001, 121.11603 40.76666)), ((121.19293 40.73129, 121.19194854314573 40.72707565413029, 121.1709190706526 40.74141580435684, 121.19293 40.73129)))",7cb13c1c-a3ff-4bf0-8cdf-ec3c2e3f21af,POINT (121.04807894814084 40.72658151),b3e6a0d4-8d43-4a6f-ac85-ff405570a039,2025-10-21 17:29:39,2025-10-22 14:42:27
53,锦州2号锚地,"POLYGON ((121.38793999999997 40.67507, 121.50054999999999 40.67507, 121.59393000000001 40.53535999999999, 121.63788000000001 40.370250000000006, 121.51977999999997 40.23828999999999, 121.47296904 40.19594509, 121.27470015 40.19594509, 121.24786 40.27602, 121.23412999999998 40.39954, 121.23412999999998 40.49778, 121.23412999999998 40.577099999999994, 121.28631999999999 40.64799, 121.38793999999997 40.67507))",99736e92-d755-4222-a837-8ad5a90109a6,POINT (121.4255691708558 40.448660000000004),5822d216-020d-47d4-b888-bc59955cb415,2025-10-21 17:33:35,2025-10-21 17:33:35
54,绥中1号锚地,"POLYGON ((120.01556868999998 40.03242300000001, 120.08240933 40.05525649, 120.14236 40.0064, 120.16296000000001 39.9601, 120.10528999999995 39.92218999999999, 120.0119 39.93273000000001, 119.96932999999999 39.96115, 119.97345 39.99271999999999, 120.01556868999998 40.03242300000001))",34de74cc-e3cf-43aa-93e9-6878beda1230,POINT (120.06342984881209 39.976935),ae8982df-bad3-4072-8f37-ee263ce5250a,2025-10-22 14:00:33,2025-10-22 14:00:33
55,绥中2号锚地,"POLYGON ((120.19179999999997 39.68587, 120.20142 39.63195, 120.14236 39.593869999999995, 120.08605999999997 39.62454999999999, 120.10802999999999 39.674249999999994, 120.19179999999997 39.68587))",15ed5384-735d-4149-8533-fd33b744d636,POINT (120.14816358498541 39.653099999999995),ae8982df-bad3-4072-8f37-ee263ce5250a,2025-10-22 14:01:10,2025-10-22 14:01:10
56,锦州1号锚地,"POLYGON ((121.16134999999998 40.74794, 121.21627999999998 40.710480000000004, 121.24838448000001 40.6830568, 121.2616024 40.64962587, 121.21546841 40.58789578999999, 121.16409000000002 40.58753000000001, 121.05698 40.6063, 121.04049999999997 40.70006000000001, 121.07071 40.74794, 121.16134999999998 40.74794))",c2c74ed8-4390-4bf0-a093-9d6e896e10ea,POINT (121.15071004977389 40.666341335),5822d216-020d-47d4-b888-bc59955cb415,2025-10-22 14:20:04,2025-10-22 14:20:04
58,滨州锚地,"POLYGON ((118.264251972222 38.2691280833333, 118.25888755555599 38.22463933333329, 118.16919450000002 38.2452019166667, 118.14022663888902 38.27047580555559, 118.16533211111098 38.30348708333331, 118.170481944444 38.35499508333329, 118.60567694444401 38.48898950000001, 118.66168147222197 38.4081578055556, 118.264251972222 38.2691280833333))",9e8f186a-0d56-4b97-80a8-952d53f52580,POINT (118.42125531071031 38.38157644444445),480ce908-1011-40c2-8357-f30655dc6381,2025-10-22 14:27:01,2025-10-22 14:27:01
59,盘锦锚地,"POLYGON ((121.97227 40.453559999999996, 122.0268288 40.36835741, 122.02597049 40.33238107, 121.88987999999999 40.31548000000001, 121.81572 40.24634, 121.72234 40.18761000000001, 121.63994000000001 40.142480000000006, 121.57265 40.12359000000001, 121.53693999999999 40.17502000000001, 121.51039809999999 40.218016770000006, 121.65901656 40.37591224, 121.75804 40.46714, 121.8805472 40.50799541000001, 121.93860368999998 40.48453193000001, 121.97227 40.453559999999996))",18285ee0-425f-41a1-9965-fe6fb1693c4b,POINT (121.78400711976678 40.323930535),b8d69c3b-1736-4174-b293-191f884e5326,2025-10-22 14:35:57,2025-10-22 14:35:57
60,营口锚地,"POLYGON ((121.971609888889 40.4688606944444, 121.92771947222201 40.49354958333329, 121.974711777778 40.6272246388889, 122.02759327777801 40.6237743333333, 122.057007361111 40.5856845277778, 122.06344466666701 40.56498580555561, 122.0909105 40.549009194444395, 122.065161277778 40.50807211111109, 122.015164916667 40.4648245555556, 121.971609888889 40.4688606944444))",6fda1fef-d365-47dc-875c-3995c02ad5e5,POINT (122.00902808393568 40.52854065277774),9e5e3722-a004-4a5d-808f-b3e72d7e6ce0,2025-10-22 14:36:56,2025-10-22 15:08:24
61,山海关船厂锚地,"POLYGON ((119.88427547222197 39.9052983888889, 119.87301019444402 39.9002778055556, 119.85852625 39.8952568611111, 119.842433 39.8922111944444, 119.829418916667 39.949348444444404, 119.84346297222199 39.9551056111111, 119.892643944444 39.910565500000004, 119.88427547222197 39.9052983888889))",11c7512f-7e43-4910-bb55-e5434e0d5bc7,POINT (119.85253383255677 39.9299569722222),2caacfd1-3f68-4126-8a29-13ba79039552,2025-10-22 14:38:55,2025-10-22 14:38:55
62,大连1号锚地,"POLYGON ((121.12494999999998 39.69644, 121.14830000000002 39.63723999999999, 121.12633 39.56317000000001, 121.15791 39.500679999999996, 121.22368362 39.444574779999996, 121.22383000000002 39.41054999999999, 121.23619 39.382960000000004, 121.28396455000001 39.36543163999999, 121.32366124 39.34153898999999, 121.28975 39.30968, 121.23343999999997 39.26503999999999, 121.11533999999999 39.2661, 121.10161000000001 39.35217, 120.99998000000001 39.40737, 120.94643000000002 39.48689999999999, 120.97527000000001 39.589629999999985, 121.05080000000001 39.691159999999996, 121.12494999999998 39.69644))",caff621d-8edc-47f4-abe3-d76c89848d20,POINT (121.0797767875552 39.465737389999994),d4a88f43-1504-4c1a-abd9-5c1548ceb8d8,2025-10-22 15:04:41,2025-10-22 15:04:41
63,鲅鱼圈1号锚地,"POLYGON ((122.01176000000001 40.32709, 121.91219000000001 40.30353, 121.8744173970704 40.301069918223845, 121.88987999999999 40.31548000000001, 122.0123405897537 40.33068856416706, 122.01176000000001 40.32709))",33ba02c8-88f3-41d3-a31c-b88cea5c3e2c,POINT (121.96192452976055 40.321285),4a2bbf9b-a001-406b-aeb9-b957f6803e28,2025-10-22 15:06:45,2025-10-22 15:06:45
64,鲅鱼圈2号锚地,"MULTIPOLYGON (((121.77383000000002 40.21209000000001, 121.68594000000002 40.16593, 121.6810757358288 40.165013553221314, 121.72234 40.18761000000001, 121.78229927153725 40.22532636547522, 121.77383000000002 40.21209000000001)), ((121.51703 40.14440999999999, 121.50124 40.20683999999999, 121.5490459 40.26682775, 121.56350457302831 40.27448060205017, 121.51039809999999 40.218016770000006, 121.53693999999999 40.17502000000001, 121.55713057969191 40.145946052633136, 121.51703 40.14440999999999)))",764f2360-0f53-4533-a54e-bfe79bbd5c5e,POINT (121.74616155768626 40.19985000000001),4a2bbf9b-a001-406b-aeb9-b957f6803e28,2025-10-22 15:07:40,2025-10-22 15:07:40
65,大连2号锚地,"POLYGON ((121.969659888889 38.539897388888896, 121.96536519444402 38.5395001666667, 121.776360194444 38.59471761111109, 121.741839694444 38.6201677777778, 121.70932319444401 38.6734324166667, 121.71077038888899 38.6881889444444, 121.78722311111102 38.7787724166667, 121.955222305556 38.944871972222195, 121.960398194444 38.9478249722222, 122.00145063888898 38.99426186111109, 122.02988205555597 38.9933863333333, 122.04887208333301 38.9884663333333, 122.053807361111 38.9776662222222, 122.06328511111097 38.86123733333329, 122.024434194444 38.67024619444441, 121.975315194444 38.5433874444444, 121.97350849999997 38.541844166666706, 121.969659888889 38.539897388888896))",90a537bd-0a6c-429b-9f85-0ce226f7252b,POINT (121.89314696889949 38.733480680555544),d4a88f43-1504-4c1a-abd9-5c1548ceb8d8,2025-10-22 15:26:57,2025-10-22 15:27:44
66,庄河锚地,"POLYGON ((122.98272989999997 39.145178699999995, 122.97358459999997 39.15147112, 122.97302099999997 39.16085624, 123.09110870000002 39.47921943, 123.09863419999999 39.48647816, 123.2579741 39.536568949999996, 123.26500589999999 39.53780261, 123.2751382 39.53546879000001, 123.2807327 39.52857804, 123.28174489999998 39.52508153, 123.28262270000002 39.52085997999999, 123.28116529999998 39.51053748999999, 123.1333757 39.25720799999999, 123.1100745 39.225169949999994, 123.0404868 39.14429455999999, 123.03102229999998 39.14009200999998, 122.98272989999997 39.145178699999995))",a28ee47e-b162-492e-80c2-cf7c7cb671a7,POINT (123.12403475414706 39.368213714999996),566829f6-6942-44fa-bb0d-cca1a348f707,2025-10-22 15:37:18,2025-10-22 15:37:18
67,丹东锚地,"POLYGON ((123.93777690000002 39.410146649999994, 123.930352 39.419684520000004, 123.9303172 39.4242022, 123.93713780000002 39.460170979999994, 123.93801780000001 39.46290788, 123.94017560000002 39.467059809999995, 124.03721389999997 39.601810179999994, 124.039485 39.604174619999995, 124.0851317 39.63992214999999, 124.09310559999996 39.64338041999999, 124.10133769999997 39.64481093, 124.11130110000002 39.64278209, 124.12342420000002 39.63394724999999, 124.1281675 39.62556569000001, 124.12758289999998 39.61925357, 124.1175808 39.59249347, 124.09519897 39.49612462000001, 123.98935200000001 39.426243759999984, 123.9453506 39.40821679999999, 123.93777690000002 39.410146649999994))",0b9b4fb2-b742-4932-8c16-8f5b91a787bc,POINT (124.0510976362205 39.544309045000006),394578e4-662c-4990-ac8a-77e110819488,2025-10-22 16:03:31,2025-10-22 16:03:31
68,东营锚地,"POLYGON ((119.10236339999999 38.16422682999999, 119.0979811 38.16584559, 119.0866056 38.172971450000006, 119.08226179999998 38.17793937, 119.0812774 38.18418996, 119.08449289999997 38.19283209, 119.0845424 38.19294604000001, 119.2415859 38.54889163, 119.2567957 38.55874024, 119.26921569999999 38.5486455, 119.36026985999997 38.19689478000001, 119.3443786 38.182242720000005, 119.1075335 38.16401644, 119.10236339999999 38.16422682999999))",d88bc715-5f38-46e6-81ce-932e180d7edb,POINT (119.23931186367795 38.37277014),5ee30736-f532-4b50-8c2d-d7db96626910,2025-10-22 16:22:41,2025-10-22 16:22:41
69,潍坊锚地,"POLYGON ((119.52272228999999 37.58761464, 119.56271108000001 37.54328115, 119.54060968 37.46259287, 119.47974887 37.3914835, 119.39348903 37.35021543999999, 119.30533999999997 37.33121, 119.25178999999999 37.34978, 119.22453837 37.370585500000004, 119.21724276 37.39036434, 119.23333600999999 37.42752081999999, 119.26809744000002 37.46499949, 119.30671999999997 37.497009999999996, 119.37538 37.501369999999994, 119.40422 37.51335, 119.42757000000002 37.53404999999999, 119.44404999999999 37.55256, 119.46465000000002 37.58195, 119.52272228999999 37.58761464))",e6623050-e7e6-4dc7-b670-a78bc644c1f6,POINT (119.38760083576216 37.445056844999996),ca7d26ba-e13f-42b8-9e86-293a9b1f5f08,2025-10-22 16:37:59,2025-10-22 16:37:59
72,莱州1号锚地,"POLYGON ((119.88006999999999 37.57324, 119.89929 37.54384999999999, 119.89243000000002 37.50027999999999, 119.80230480000002 37.476886519999994, 119.76668506 37.567254639999994, 119.84161 37.58738999999999, 119.88006999999999 37.57324))",d1b8b456-c7d6-4b5a-80b5-c753966c5038,POINT (119.84017856471387 37.52206499999999),184415be-299d-4f46-9811-d32a1f2e3866,2025-10-22 17:15:01,2025-10-22 17:15:01
73,莱州2号锚地,"POLYGON ((120.15959630999997 38.038063609999995, 120.16777000000002 37.95376, 120.08811999999998 37.89526, 119.97523199 37.868291809999995, 119.92394815 37.91096623000001, 119.95677838999997 37.97780689999999, 120.02632 38.02410999999999, 120.08949 38.061959999999985, 120.15959630999997 38.038063609999995))",e5cf4cb9-03d1-480d-bfa2-d36b0c6d838a,POINT (120.05873853712191 37.965783449999996),184415be-299d-4f46-9811-d32a1f2e3866,2025-10-22 17:15:46,2025-10-22 17:15:46
74,龙口1号锚地,"POLYGON ((120.19524000000001 37.77704, 120.21857999999999 37.72708999999999, 120.19798 37.68255, 120.22822434999999 37.64327781, 120.15076215000002 37.644637059999994, 120.07823522 37.64667588999999, 120.03072068 37.75229165, 120.07900044999997 37.77179979, 120.1664 37.802, 120.19524000000001 37.77704))",5f1c5462-618c-4cf5-be04-b650816e8a62,POINT (120.13017864034452 37.70482),f66e65c4-a84c-46ec-8d7a-db55013aa53f,2025-10-22 17:17:43,2025-10-22 17:17:43
75,龙口2号锚地,"POLYGON ((120.15815999999998 38.05872, 120.18288 38.01113000000001, 120.21034411000001 37.95480583, 120.22133 37.907180000000004, 120.18953015999998 37.88337172, 120.11700322999997 37.879815130000004, 120.09504140926023 37.90034536715852, 120.16777000000002 37.95376, 120.15959630999997 38.038063609999995, 120.08949 38.061959999999985, 120.02632 38.02410999999999, 120.00860149074394 38.01231520719305, 120.00842741 38.03377641, 120.10048 38.07494, 120.15815999999998 38.05872))",dbb5c008-0505-4dd1-9070-cb1c82474c23,POINT (120.18077509499867 37.982967915),f66e65c4-a84c-46ec-8d7a-db55013aa53f,2025-10-22 17:19:42,2025-10-22 17:19:42
76,蓬莱1号锚地,"POLYGON ((120.53101000000001 37.854969999999994, 120.54896554000001 37.83255618999999, 120.50217000000002 37.82732, 120.45197685999999 37.83120039000001, 120.45134999999998 37.87124000000001, 120.51452999999997 37.87666000000001, 120.53101000000001 37.854969999999994))",f7e9e951-b0b5-4be5-97fc-28652674be54,POINT (120.4958839741663 37.84376309499999),5fd9fd57-396a-4ae5-9ae8-1a6ba212f3d9,2025-10-22 17:29:56,2025-10-22 17:29:56
77,蓬莱2号锚地,"POLYGON ((120.87717478 37.95344026000001, 120.94986000000002 37.94761999999999, 120.96703 37.92434000000001, 120.96703 37.90321, 120.95055000000002 37.88208, 120.92529886 37.88289810999999, 120.89012 37.869609999999994, 120.87208383999999 37.87087267999999, 120.87295999999999 37.90104000000001, 120.87557761999999 37.93371121, 120.87717478 37.95344026000001))",2393c72a-548e-40be-a74f-95e9ca8be39f,POINT (120.9205051646174 37.913775),5fd9fd57-396a-4ae5-9ae8-1a6ba212f3d9,2025-10-22 17:30:42,2025-10-22 17:30:42
78,烟台1号锚地,"POLYGON ((121.20392 37.90483, 121.31240923999997 37.88779014, 121.35845608999999 37.8503428, 121.33141941999997 37.72977738, 121.27808 37.70082999999999, 121.15496294 37.75627101, 121.05539934 37.7985016, 121.11603 37.90266, 121.20392 37.90483))",2ff2c81e-f1a3-4102-81a2-7f5ace1ae190,POINT (121.21156557872712 37.8244222),42edba99-e8ed-4369-b369-0e7729a7d323,2025-10-22 17:34:53,2025-10-22 17:34:53
79,烟台2号锚地,"POLYGON ((121.49949141666701 37.7113478888889, 121.542084888889 37.7108386388889, 121.59058516666698 37.67590319444441, 121.58865397222202 37.641079194444394, 121.52846519444401 37.6280797222222, 121.48147288888897 37.628249666666704, 121.42632075000002 37.65717716666669, 121.453357416667 37.703369111111094, 121.49949141666701 37.7113478888889))",e58109a6-7b3b-4033-9027-cb3f0dfc96fe,POINT (121.51093348027331 37.66654018055555),42edba99-e8ed-4369-b369-0e7729a7d323,2025-10-22 17:44:00,2025-10-22 17:45:56
80,荣成1号锚地,"POLYGON ((122.678477083333 37.3635640833333, 122.65374711111102 37.3473178611111, 122.64344741666702 37.3579785277778, 122.66869238888901 37.3738728888889, 122.678477083333 37.3635640833333))",8b9c697c-85f3-45c3-bdb6-b92ecf8dd2f0,POINT (122.66105454999862 37.36077130555555),5a1d4c4e-9f86-4cef-986a-563745977c64,2025-10-22 17:57:28,2025-10-23 09:38:58
81,威海锚地,"POLYGON ((122.30349903999999 37.60779539, 122.32589999999999 37.595369999999996, 122.35910255999997 37.56399778000001, 122.37938006 37.52256955999999, 122.38281328999997 37.48622649, 122.36208495999999 37.49227071, 122.30950209 37.49741435, 122.27667185 37.499372099999995, 122.25274655000001 37.50813876999999, 122.22302767 37.5173299, 122.24974757 37.57140883000001, 122.28300696999997 37.61705922, 122.30349903999999 37.60779539))",7fcd7e9f-441a-436d-b59a-ca5cbdf8cfc1,POINT (122.30254624906237 37.543283669999994),41866ed7-75c0-4375-a23d-4ee7093c251c,2025-10-23 09:15:37,2025-10-23 09:15:37
82,张家埠锚地,"POLYGON ((122.20787686111102 36.80194088888891, 122.24532669444399 36.7595646111111, 122.23674363888897 36.7529458333333, 122.25573366666701 36.7354076111111, 122.12860127777799 36.6656800555556, 122.13781755555598 36.803057666666696, 122.20787686111102 36.80194088888891))",7097879e-e50c-4a26-83cd-3ea2c976de25,POINT (122.16155383142691 36.70054383333335),1d053059-4853-4cb3-9c11-ef425aaa7f34,2025-10-23 09:18:06,2025-10-23 09:18:06
83,龙眼港2号锚地,"POLYGON ((122.66770730555596 37.64144449999999, 122.66323700000001 37.6414605555556, 122.65911980555602 37.64320211111111, 122.655994888889 37.64639886111109, 122.65459469444399 37.6494860833333, 122.6541915 37.651732916666695, 122.654548194444 37.6556798611111, 122.656550888889 37.661038444444394, 122.66033899999996 37.66486975, 122.66438750000002 37.6663917222222, 122.67077938888899 37.6656219722222, 122.67468661111097 37.6628428888889, 122.67684299999999 37.65985180555559, 122.67801780555598 37.65568061111111, 122.677841305556 37.6520311666667, 122.67601519444399 37.6475121666667, 122.67370769444402 37.6446083888889, 122.672103888889 37.64333577777781, 122.67183688888902 37.6431564722222, 122.66770730555596 37.64144449999999))",fd3649ed-e8d9-46f1-97c1-7bc9995f5bb1,POINT (122.6661564307054 37.6538555138889),1ec73c79-ca84-46d6-bb3b-266edc414897,2025-10-23 09:36:24,2025-10-23 09:46:03
84,龙眼港1号锚地,"POLYGON ((122.6243435 37.44697163888889, 122.62418255555602 37.4335123055556, 122.60095463888898 37.43325672222219, 122.60090100000001 37.44692905555559, 122.6243435 37.44697163888889))",df59c842-1790-4c4a-b3e6-23188ffc0511,POINT (122.61259504563594 37.4402206805556),1ec73c79-ca84-46d6-bb3b-266edc414897,2025-10-23 09:37:03,2025-10-23 09:37:03
86,荣成2号锚地,"POLYGON ((122.70363499999999 37.284345609999995, 122.70162180000001 37.2834298, 122.6994687 37.28292398, 122.69725829999999 37.28284756000001, 122.69615809999999 37.282971939999996, 122.69154945000001 37.283331059999995, 122.68631915 37.28444079, 122.68307366999998 37.28535843, 122.68098154999997 37.28832469, 122.67985502 37.29515304, 122.68138388 37.30033791, 122.68284573999999 37.3019402, 122.68477693 37.30392439, 122.68896117999999 37.305631180000006, 122.69454059999998 37.30723519, 122.6967592 37.30768687, 122.7003193 37.30749777, 122.7039546 37.30609279, 122.70688309999998 37.30372292999999, 122.7092682 37.299956, 122.7101588 37.29565929, 122.70953160000002 37.29114224, 122.70716879999998 37.287241640000005, 122.7054311 37.285636270000005, 122.70363499999999 37.284345609999995))",3c92658e-a235-4b70-bc05-cdcc98acc4e6,POINT (122.69502665600422 37.295406165),5a1d4c4e-9f86-4cef-986a-563745977c64,2025-10-23 09:44:29,2025-10-23 09:44:29
