pid,name,geom,guid,point,gkguid,create_time,update_time
27,铁山锚地,"POLYGON ((109.39406799999999 21.063739130000002, 109.393148 21.063873219999998, 109.39224519999999 21.06409531, 109.39136799999999 21.064403339999995, 109.3905246 21.06479445, 109.38972269999998 21.065264989999996, 109.38896989999999 21.06581059, 109.3882732 21.06642617, 109.387639 21.067106019999997, 109.3870733 21.067843789999998, 109.38658129999999 21.068632629999996, 109.3861675 21.069465209999997, 109.38583589999999 21.070333769999998, 109.3855895 21.07123024, 109.3854306 21.072146269999998, 109.38536069999999 21.07307335999999, 109.38124849999998 21.225253069999997, 109.3812647 21.226130069999996, 109.3813606 21.227001960000003, 109.38153529999998 21.227861529999995, 109.38178750000002 21.22870165, 109.3821149 21.22951538, 109.382515 21.230295959999996, 109.3825455 21.23034937, 109.38307439999998 21.231174429999992, 109.38368429999998 21.23194153, 109.38436889999998 21.23264275, 109.3851211 21.23327083, 109.47064659999998 21.29759044, 109.4714189 21.2981147, 109.47223829999999 21.298561800000005, 109.47260449999999 21.298739180000002, 109.4734239 21.29909026, 109.47427219999999 21.299364150000002, 109.51307529999998 21.309938499999998, 109.5139152 21.310127540000003, 109.51396859999998 21.310137069999993, 109.51481259999998 21.31024958, 109.5156631 21.31028718, 109.515686 21.31028718, 109.51648650000001 21.31025389, 109.516601 21.310244349999998, 109.51759289999998 21.310109529999995, 109.51856549999998 21.30987258, 109.51950819999999 21.309536039999998, 109.52041100000001 21.30910355, 109.52126399999999 21.30857977, 109.5232935 21.307183590000005, 109.5239983 21.30664943, 109.5246512 21.30605291, 109.5252467 21.30539907, 109.52577980000001 21.3046934, 109.5258256 21.304626639999995, 109.5262956 21.30386818, 109.5266935 21.303069499999996, 109.52701579999999 21.302237449999996, 109.5272598 21.301379159999996, 109.5274234 21.300501989999997, 109.52753019999999 21.299733329999995, 109.527604 21.298994829999998, 109.52912219999999 21.274161150000005, 109.5291402 21.27357292, 109.5291402 21.272857669999993, 109.5290994 21.271972349999995, 109.52897759999999 21.27109452, 109.5287756 21.270231600000002, 109.5284952 21.26939087, 109.5281388 21.268579450000004, 109.52770929999998 21.26780419, 109.40487609999998 21.068280259999998, 109.4043195 21.067471489999996, 109.4036835 21.06672354, 109.40297469999999 21.066044159999997, 109.4022005 21.065440399999996, 109.40136889999998 21.06491852, 109.4004885 21.064483949999996, 109.3995685 21.064141179999996, 109.3986184 21.06389377, 109.39764799999999 21.063744290000002, 109.39666749999999 21.063694289999997, 109.3949966 21.063694289999997, 109.39406799999999 21.063739130000002))",ed741390-ef30-49bc-9565-ec7d4efec58d,POINT (109.4189873941493 21.149163214999994),7669d001-ddcf-4afe-bad2-7fc3cb072d94,2025-10-20 17:05:07,2025-10-20 17:05:07
28,钦州锚地,"POLYGON ((108.84905220000002 21.06206408, 108.84811499999999 21.06220318, 108.8471959 21.06243353, 108.84630389999998 21.062752889999995, 108.65535539999999 21.141896409999998, 108.65523519999999 21.141947189999996, 108.6530151 21.14290277, 108.6519961 21.143414719999996, 108.6504473 21.14431118, 108.64969229999998 21.144796409999994, 108.64898559999999 21.145349699999997, 108.64797089999999 21.14622325999999, 108.6472459 21.14691625, 108.6465967 21.147680749999996, 108.64567349999999 21.14889001, 108.6456404 21.14893363, 108.52464932999999 21.33433779, 108.49120505999998 21.48019971, 108.49238703999998 21.517083770000003, 108.69872269999999 21.50097645, 108.6998554 21.500519469999997, 108.706699 21.497240739999995, 108.70718 21.49699348, 108.7072182 21.496972499999995, 108.7083575 21.496237079999997, 108.70841859999999 21.496191309999997, 108.70930539999999 21.49543856, 108.70953429999999 21.49521921, 108.71006599999998 21.49466751, 108.7105523 21.49407535, 108.7106591 21.493934209999995, 108.71095489999999 21.493521070000003, 108.71170259999998 21.49241671, 108.71216769999998 21.491656360000004, 108.7365665 21.4472838, 108.737075 21.446206309999997, 108.86311259999998 21.12989734, 108.86344049999998 21.128927719999997, 108.86366389999999 21.12792881, 108.86378019999998 21.12691187, 108.8637881 21.12588833, 108.8613085 21.071229440000003, 108.8612231 21.0703138, 108.86105099999999 21.06941045, 108.86079359999998 21.068527589999995, 108.8604533 21.067673239999998, 108.86003319999999 21.066855169999997, 108.8595372 21.0660808, 108.8589697 21.065357170000002, 108.8583359 21.064690849999998, 108.8576415 21.06408789, 108.85689289999999 21.063553769999995, 108.85609689999998 21.063093339999998, 108.85526059999998 21.06271079, 108.85439169999998 21.06240958, 108.8534981 21.062192460000002, 108.85258789999999 21.062061389999997, 108.85166929999998 21.062017569999995, 108.8499985 21.062017569999995, 108.84905220000002 21.06206408))",1760870e-c9e0-4e6e-b887-9d97c917899e,POINT (108.70186689784082 21.241635709999997),8ad2e326-0537-4581-a138-d9bb6cf84ef5,2025-10-20 17:07:26,2025-10-20 17:07:26
29,防城锚地,"POLYGON ((108.34025289999998 21.299911150000003, 108.3394392 21.30039402, 108.3358678 21.30470446, 108.3357076 21.305085929999997, 108.33534139999999 21.306118409999993, 108.3348254 21.310820480000004, 108.3348157 21.31170831, 108.3348878 21.312593270000004, 108.35709689999999 21.486224929999995, 108.3592233 21.491139339999997, 108.40714234 21.513082889999996, 108.45070399999999 21.51996945, 108.47507991 21.509529019999995, 108.51084490000001 21.352275139999996, 108.51014970000001 21.35150238, 108.5084788 21.349835359999997, 108.50778359999998 21.349206099999993, 108.50703059999998 21.34864729, 108.506227 21.3481642, 108.50538019999999 21.347761400000003, 108.5044983 21.347442679999997, 108.3475998 21.299217279999997, 108.34025289999998 21.299911150000003))",b473299f-ec43-4705-b487-6149efa3a65a,POINT (108.42207133703573 21.419250034999997),5efdf805-d831-4b35-84c7-16ce9aecde2c,2025-10-20 17:09:44,2025-10-20 17:09:44
30,湛江锚地,"POLYGON ((111.01112319999999 20.932057129999993, 110.8032909 20.9437816, 110.80309209999999 20.943794879999995, 110.75496589999999 20.947510389999994, 110.753963 20.947641110000003, 110.7529794 20.947876319999995, 110.7528955 20.947901110000004, 110.7526892 20.94796458, 110.75211700000001 20.94814769, 110.7515149 20.948362619999997, 110.75098849999999 20.948570519999997, 110.75039429999998 20.948828659999997, 110.75016539999999 20.94893738, 110.7494285 20.94932736, 110.7487281 20.949779649999996, 110.7480695 20.950290839999997, 110.7474577 20.9508571, 110.74704569999999 20.9512729, 110.74649129999999 20.951882499999996, 110.70594109999999 21.000500819999996, 110.70538899999998 21.001230570000004, 110.66205409999999 21.064564080000004, 110.6615587 21.06537046, 110.66114489999998 21.066221590000005, 110.6608167 21.06710924, 110.6605772 21.06802483, 110.66042879999999 21.068959509999996, 110.66037289999998 21.069904239999996, 110.6604101 21.070849899999995, 110.66053989999999 21.07178734, 110.6607612 21.0727075, 110.6610717 21.073601479999997, 110.66146859999999 21.07446065, 110.6619479 21.075276690000003, 110.66889059999998 21.085868199999993, 110.669413 21.086589939999996, 110.6699999 21.087260279999995, 110.67064629999999 21.08787349, 110.67134659999999 21.08842431, 110.67209480000001 21.088908009999997, 110.6968217 21.10331612, 110.69796879999998 21.10388593, 111.03471499999999 21.24405317, 111.0356079 21.24437415, 111.036528 21.24460568, 111.03746639999999 21.244745500000004, 111.03841399999999 21.244792259999997, 111.03845209999999 21.244792259999997, 111.03938409999999 21.244747039999996, 111.0403073 21.24461179, 111.0412131 21.2443878, 111.04209289999999 21.24407716, 111.04293859999999 21.2436828, 111.043742 21.243208409999998, 111.04449579999999 21.242658459999998, 111.04519279999998 21.242038119999993, 111.0458264 21.241353200000002, 111.0463907 21.24061016, 111.0464365 21.2405434, 111.04693149999999 21.23973981, 111.04734529999999 21.2388916, 111.04767409999998 21.238006950000003, 111.0479147 21.237094340000002, 111.0480648 21.23616256, 111.0481229 21.23522057, 111.04808839999998 21.23427741, 111.0229267 20.94084517, 111.02279839999999 20.93990113, 111.0225775 20.938974389999995, 111.02226599999999 20.938074029999996, 111.021867 20.937208869999996, 111.0213844 20.9363874, 111.020823 20.93561765, 111.02018829999999 20.934907169999995, 111.0194864 20.93426292, 111.0187243 20.93369119999999, 111.01790939999998 20.933197619999998, 111.01704969999999 20.93278702, 111.0161536 20.932463420000005, 111.01523 20.93222998, 111.01428769999998 20.932089, 111.01333619999998 20.93204185, 111.0116653 20.93204185, 111.01112319999999 20.932057129999993))",3734f4ae-46ae-431f-b1ee-d28187de963a,POINT (110.85327719366401 21.0881489),9ddb764d-aa1f-4064-9696-9ba7cc7a7c00,2025-10-20 17:10:35,2025-10-20 17:10:35
31,阳江1号锚地,"POLYGON ((111.83426311111099 21.355747472222202, 111.830497305556 21.356294416666696, 111.821220111111 21.360061138888895, 111.81866849999999 21.362921527777797, 111.75769461111099 21.476450722222197, 111.727058083333 21.539002722222193, 111.72963302777798 21.5456889166667, 111.734997444444 21.551077555555594, 111.810922194444 21.5547174166667, 111.824042111111 21.553173250000004, 111.854398611111 21.546377111111095, 111.857382388889 21.5437309444444, 111.909175805556 21.455760777777797, 111.913139305556 21.410977194444396, 111.913080694444 21.407392444444397, 111.91213999999998 21.404575138888898, 111.90964919444399 21.4015120555556, 111.87787999999999 21.3760410833333, 111.83794780555601 21.356698666666695, 111.83426311111099 21.355747472222202))",e755aa3e-25cc-4a25-a56f-82da8f8bb0e5,POINT (111.84599518238171 21.4333689861111),c4e064d9-b8bd-413c-9142-dfcfee53f8ed,2025-10-20 17:11:09,2025-10-27 14:16:14
32,惠州锚地,"POLYGON ((114.6409086 22.327417939999997, 114.6398989 22.327360719999998, 114.63888859999999 22.32740871, 114.63788879999997 22.327561369999994, 114.63691030000001 22.327817069999995, 114.6359636 22.32817303, 114.635059 22.328625409999997, 114.6342063 22.329169299999997, 114.63378670000002 22.329468749999997, 114.63305140000001 22.330048959999996, 114.63237529999999 22.33069723, 114.6317647 22.331407549999998, 114.63122519999997 22.332173329999993, 114.630762 22.33298747, 114.63037930000002 22.333842389999994, 114.6300806 22.334730179999998, 114.62986869999999 22.33564259, 114.62974560000002 22.33657116, 114.62971239999999 22.33750726, 114.62976949999998 22.338442209999997, 114.62991619999998 22.339367339999992, 114.67193129999998 22.54093594, 114.6720635 22.541488740000002, 114.67213980000001 22.541771029999996, 114.6724021 22.54259459, 114.67273659999998 22.543391589999995, 114.67314059999998 22.544155740000004, 114.6736365 22.545000700000003, 114.67415429999997 22.545792119999998, 114.67474659999999 22.546529490000005, 114.67540770000001 22.547205830000003, 114.6761314 22.547814739999993, 114.6769108 22.54835046, 114.67773859999998 22.54880792, 114.6786069 22.54918279, 114.67950749999999 22.54947153, 114.6804319 22.549671399999998, 114.6813714 22.549780519999995, 114.6816842 22.549801499999997, 114.68173159999998 22.54980456, 114.79936159999998 22.55711733, 114.80017099999998 22.557133880000002, 114.80097889999999 22.557083049999996, 114.8017798 22.55696518, 114.8019706 22.556928939999995, 114.80233510000001 22.556852420000002, 114.8025258 22.55680855, 114.8032683 22.556606549999994, 114.80382520000002 22.556431079999992, 114.80454989999998 22.556170790000003, 114.8052517 22.55585398, 114.8053814 22.555789129999997, 114.80622329999998 22.555314459999995, 114.80701390000002 22.55475856, 114.80745639999999 22.55441333, 114.8080811 22.553882139999995, 114.8168473 22.545766369999996, 114.81741040000001 22.545200349999995, 114.81792520000002 22.54459004, 114.81807010000001 22.544403119999995, 114.8183938 22.54396056, 114.8887063 22.44189452, 114.88921789999999 22.441065839999997, 114.8896441 22.440190130000005, 114.88998049999996 22.43927618, 114.8902239 22.438333159999996, 114.89037159999998 22.43737053, 114.89047080000002 22.436403499999997, 114.89052150000002 22.435438799999996, 114.89047619999997 22.434473839999995, 114.8903354 22.43351813, 114.8901005 22.432581109999997, 114.8897737 22.431672019999997, 114.88935829999998 22.43079985, 114.88885850000001 22.4299732, 114.88827910000002 22.429200230000003, 114.88762579999998 22.428488569999995, 114.88690519999997 22.427845249999997, 114.808597 22.36464144, 114.8078658 22.364105550000005, 114.8070878 22.363640100000005, 114.80626989999999 22.363249129999996, 114.80541909999998 22.362936039999997, 114.8045428 22.36270356, 114.641907 22.32757974, 114.6409086 22.327417939999997))",f6236b73-87b5-4eae-906d-4579515cdb44,POINT (114.7581005185717 22.49141523),21310145-4091-49d2-a6e1-a6f51d01743a,2025-10-20 17:14:08,2025-10-20 17:14:19
33,汕尾红海湾电厂锚地,"POLYGON ((115.65336559999999 22.58236730999999, 115.65239140000001 22.58250311, 115.65143579999999 22.582736549999996, 115.6505086 22.583065239999996, 115.64961939999999 22.583485819999996, 115.6487771 22.583994010000005, 115.64799039999998 22.58458461, 115.64726739999998 22.58525159, 115.6466153 22.585988129999997, 115.646041 22.586786729999996, 115.64596469999996 22.586904979999996, 115.64550129999999 22.587703949999998, 115.6453106 22.588072069999996, 115.64483290000001 22.589149139999996, 115.6444887 22.59027605, 115.64435899999997 22.590815829999993, 115.6442771 22.59118906, 115.6275306 22.675289779999996, 115.62739150000002 22.676221470000005, 115.62734319999998 22.677162229999993, 115.62738599999997 22.678103269999998, 115.62751960000001 22.67903575, 115.6277427 22.679950959999996, 115.6280532 22.680840319999998, 115.6284482 22.6816955, 115.62892399999998 22.6825085, 115.6294762 22.683271690000005, 115.6294915 22.683290759999995, 115.6301666 22.684049879999996, 115.6309173 22.684734489999993, 115.6317352 22.68533713, 115.63261139999999 22.68585125, 115.6335365 22.686271239999996, 115.63450030000001 22.686592530000002, 115.63549229999998 22.686811619999993, 115.63562960000002 22.686834499999993, 115.6361703 22.68690911, 115.67210480000001 22.690843970000003, 115.67307659999997 22.690901409999995, 115.67404930000001 22.69086149999999, 115.675888 22.69069365, 115.67706179999999 22.690513759999998, 115.69800449999998 22.6859819, 115.69895799999998 22.68572432, 115.6998804 22.685371449999998, 115.7006357 22.68503766, 115.70161519999999 22.684536859999998, 115.70204239999998 22.684287000000005, 115.70275199999999 22.68382959, 115.70341930000001 22.683312419999996, 115.70403930000002 22.682739369999997, 115.70474119999999 22.682031739999996, 115.70536460000001 22.681339969999996, 115.7059191 22.680591789999998, 115.70639959999997 22.67979405, 115.70680160000002 22.678954049999998, 115.70684739999997 22.678845330000005, 115.70704509999997 22.67833612, 115.7071825 22.677950830000004, 115.70746419999999 22.677014069999995, 115.70765050000001 22.676053760000002, 115.70773939999997 22.675079599999997, 115.70775469999998 22.67470576, 115.70773939999997 22.6736343, 115.70760639999999 22.672571010000002, 115.7073574 22.671528790000004, 115.70699529999997 22.67052025, 115.6910575 22.63279861, 115.6904607 22.63161729, 115.6645131 22.587918029999994, 115.6639734 22.587104899999996, 115.663355 22.5863499, 115.662664 22.585660619999995, 115.6619076 22.585043989999996, 115.6610932 22.5845062, 115.660229 22.58405267, 115.65845129999998 22.583230599999997, 115.65750290000001 22.58285104, 115.65651979999998 22.582572979999995, 115.655513 22.58239948, 115.6544936 22.582332449999996, 115.65434870000001 22.58233054, 115.65336559999999 22.58236730999999))",e5e39a08-a8f3-4bb8-937c-466cc533a8c2,POINT (115.66563118887278 22.65165943),0dadff92-c9e8-4adf-9a30-16c421fc3cff,2025-10-20 17:18:52,2025-10-20 17:18:52
34,潮州锚地,"POLYGON ((117.22476389999997 23.379312139999996, 117.21582979999997 23.37986145, 117.2148584 23.379970079999996, 117.21390260000001 23.380175029999997, 117.21297200000001 23.38047427, 117.2120759 23.380864829999997, 117.2112233 23.38134279, 117.2106129 23.381726169999997, 117.210394 23.38186776, 117.2029096 23.386851659999998, 117.20207279999997 23.38747572999999, 117.20130720000002 23.38818534, 117.20062160000002 23.388972429999995, 117.2000236 23.389828039999998, 117.15335460000001 23.4648269, 117.15316489999996 23.465144970000004, 117.14504729999997 23.479362349999995, 117.14470529999998 23.48001751, 117.14441369999997 23.4806966, 117.1442535 23.48111241, 117.14396069999998 23.481995079999997, 117.14375299999999 23.482901550000005, 117.1436323 23.483823650000005, 117.14360179999998 23.484191759999998, 117.14356909999998 23.485127419999998, 117.143626 23.48606191, 117.14377189999998 23.486986699999992, 117.1440054 23.48789332, 117.14432450000001 23.488773500000004, 117.1447262 23.489619160000004, 117.14488640000002 23.489918619999997, 117.1453145 23.4906423, 117.1453679 23.490724320000005, 117.1459949 23.491581589999996, 117.14613220000001 23.491749439999996, 117.14691499999998 23.4925986, 117.14779239999997 23.49334968, 117.14801359999998 23.493517519999997, 117.14870749999999 23.493998239999996, 117.14944019999999 23.4944174, 117.15020629999997 23.494771880000002, 117.1510001 23.495059049999995, 117.17596349999997 23.50289062, 117.1764453 23.50302834, 117.1769031 23.50314659, 117.17774549999997 23.503325099999998, 117.1786003 23.503428899999992, 117.32407760000001 23.51462885, 117.3250552 23.51465512, 117.3260306 23.514583719999997, 117.326994 23.51441536, 117.32793579999999 23.514151719999994, 117.3288466 23.513795439999996, 117.32971729999997 23.513350060000004, 117.33151790000001 23.512312460000004, 117.33234459999997 23.511779000000004, 117.33311349999998 23.51116527, 117.33332719999997 23.51097644, 117.3339228 23.510403369999995, 117.33446800000002 23.509782100000002, 117.3349588 23.509117059999998, 117.34132930000001 23.499675679999996, 117.3417972 23.498908599999996, 117.3421927 23.49810185, 117.34251269999997 23.49726224, 117.3427543 23.496396829999995, 117.34291550000002 23.495512919999996, 117.34299499999999 23.494617949999995, 117.3471073 23.39843608, 117.3471017 23.397484409999997, 117.34700369999997 23.396537770000002, 117.34640860000002 23.392646779999993, 117.3462273 23.391746340000005, 117.3460518 23.391046339999995, 117.34577029999998 23.390119999999996, 117.34539859999998 23.389226009999998, 117.34494040000001 23.3883731, 117.3444002 23.387569620000004, 117.3437833 23.386823409999998, 117.34309569999999 23.3861418, 117.3423442 23.38553142, 117.34153599999999 23.38499827, 117.34067919999997 23.38454754, 117.33978200000001 23.38418366, 117.33885319999999 23.383910169999993, 117.337902 23.383729749999997, 117.33693759999998 23.38364418, 117.2257468 23.379301139999995, 117.22476389999997 23.379312139999996))",6e1758c6-ec3b-4bdb-85cb-4d9cd0162380,POINT (117.25984944175383 23.43163149),1d675030-d3bc-430c-8736-28b096aeaf21,2025-10-20 17:48:58,2025-10-20 17:48:58
35,汕头1号锚地,"POLYGON ((116.8507963 23.22222577, 116.84423079999998 23.22282429, 116.8428073 23.223480919999997, 116.81351009 23.25609858, 116.83432403000002 23.291875089999998, 116.85803476 23.31306049, 116.89953549999998 23.30665172, 116.8996349 23.306596339999995, 116.9090572 23.301278659999998, 116.90996049999997 23.300701399999998, 116.9107952 23.30002873, 116.9237865 23.288271179999995, 116.9262051 23.283454489999997, 116.9259191 23.278670259999995, 116.92136620000001 23.270910569999998, 116.85362719999999 23.223291389999993, 116.8507963 23.22222577))",289005ff-3049-44f5-8c28-bc9d3a15aa40,POINT (116.86432489301653 23.263504575),1274ac71-c72d-49ed-8bf7-2ea3f9f2a939,2025-10-21 10:38:38,2025-10-27 13:54:44
36,汕头华能海门电厂锚地,"POLYGON ((116.6418149 23.009918779999992, 116.64104589999997 23.009946730000003, 116.63215 23.01062193, 116.6317061 23.010665859999996, 116.63008100000002 23.010864219999995, 116.62996149999998 23.010879560000003, 116.6298623 23.01089291, 116.62892869999999 23.011065159999998, 116.6280164 23.01132726, 116.6271338 23.01167676, 116.6262893 23.012110329999995, 116.6231231 23.013935659999998, 116.62248080000002 23.014340009999998, 116.6218718 23.014793030000003, 116.6208876 23.01558649, 116.62013779999997 23.016257689999996, 116.619461 23.017002530000003, 116.61886449999997 23.0178131, 116.61835460000002 23.01868077, 116.61332679999998 23.02834531, 116.6128986 23.02928732, 116.6125725 23.03026936, 116.61235219999998 23.031280409999997, 116.6122401 23.032309099999992, 116.6122376 23.033343879999993, 116.61224519999999 23.033494559999998, 116.6123562 23.03454869, 116.61301999999998 23.03868191, 116.61324649999997 23.039724520000004, 116.61358540000002 23.04073619, 116.6140327 23.041704819999996, 116.6232872 23.05916849999999, 116.62381139999997 23.06004385, 116.62442410000001 23.060859699999998, 116.6251186 23.06160713, 116.62588740000001 23.062277979999998, 116.62672200000002 23.062864919999996, 116.6276133 23.06336153, 116.62855159999998 23.063762390000004, 116.64705289999998 23.070546829999998, 116.6480053 23.070841859999998, 116.6489829 23.071038179999995, 116.64997540000002 23.07113374, 116.65097249999998 23.07112756, 116.65196379999998 23.07101969, 116.6529389 23.070811249999995, 116.6538876 23.070504439999997, 116.65480010000002 23.07010243, 116.65566680000002 23.069609439999997, 116.65647869999997 23.0690306, 116.65722730000002 23.068371949999996, 116.66071389999999 23.06497305, 116.66140939999998 23.06421992, 116.66202200000001 23.063398010000004, 116.6625451 23.06251638, 116.6629728 23.061584749999998, 116.66330049999998 23.060613409999995, 116.6635244 23.05961306, 116.6674078 23.036679099999997, 116.6675171 23.03578485, 116.66754339999999 23.03488434, 116.66748659999999 23.03398523, 116.6673569 23.032802669999995, 116.66720580000002 23.031856250000008, 116.6669626 23.03092921, 116.66662959999998 23.030030479999997, 116.66621009999999 23.029168749999997, 116.66570809999999 23.028352299999998, 116.66512850000001 23.027589019999997, 116.65542389999999 23.0160343, 116.6553597 23.015958589999997, 116.6533989 23.013671670000004, 116.6527451 23.012980400000004, 116.65202720000002 23.01235605, 116.65125179999998 23.01180457, 116.6504265 23.011331199999997, 116.64955900000001 23.01094042, 116.6486575 23.01063597, 116.6477308 23.010420719999995, 116.64678740000001 23.010296719999996, 116.6425836 23.009951489999995, 116.6418149 23.009918779999992))",6cf9437b-5da7-47bb-b51e-893b7d2279e8,POINT (116.64011120857198 23.040230355000002),1274ac71-c72d-49ed-8bf7-2ea3f9f2a939,2025-10-21 11:05:48,2025-10-21 11:05:48
37,东山锚地,"POLYGON ((117.56096619999997 23.473885260000003, 117.559115 23.473556679999998, 117.55817429999999 23.473526869999997, 117.55630610000001 23.47373757, 117.5553957 23.473976150000002, 117.5536642 23.474708789999998, 117.55210430000001 23.475758349999996, 117.55140700000001 23.476390339999995, 117.5491048 23.478750550000004, 117.54854249999997 23.47950085, 117.5470766 23.482929590000005, 117.50811708 23.697335859999995, 117.54180563 23.72543003, 117.56372183000002 23.724102009999996, 117.58700341000001 23.710644930000004, 117.6765761 23.753765509999997, 117.6779547 23.753560600000004, 117.6780234 23.75354534, 117.6789324 23.75329695, 117.6798134 23.75296247, 117.68065829999998 23.752544969999995, 117.68145919999999 23.75204833, 117.68220869999999 23.75147711, 117.6828999 23.7508366, 117.6835265 23.750132709999995, 117.68408260000001 23.749371929999995, 117.6845632 23.74856129, 117.6849637 23.747708269999997, 117.68528060000001 23.74682074999999, 117.6855107 23.745906919999996, 117.6856522 23.744975209999996, 117.6857056 23.744456409999998, 117.68575619999999 23.74358307, 117.68572889999997 23.74270867, 117.68562380000002 23.7418402, 117.68544169999998 23.740984540000003, 117.68518399999999 23.74014852, 117.6851001 23.739913919999996, 117.68483509999999 23.739250480000003, 117.5706384 23.481033630000002, 117.56968639999998 23.479351799999996, 117.56842309999999 23.477889280000003, 117.5676897 23.477258399999997, 117.5660547 23.476228039999995, 117.56272060000002 23.474561019999992, 117.56096619999997 23.473885260000003))",818ae28e-c8e2-4526-800b-dd3970e5abc0,POINT (117.57324222035429 23.590132725),43426cc8-70c5-4dfb-952b-08a250f2bc61,2025-10-21 11:53:08,2025-10-21 11:53:08
38,广东陆丰甲湖湾电厂锚地,"POLYGON ((116.01306100000001 22.71981701, 116.0122262 22.719404239999996, 116.01135570000001 22.719073090000002, 116.01045759999997 22.718826579999998, 116.0095401 22.718666960000004, 116.0086115 22.718595699999998, 116.00768039999997 22.71861344, 116.0067552 22.71872003, 116.0058444 22.718914479999995, 115.9618914 22.7305207, 115.96094400000001 22.730823399999995, 115.96003239999997 22.73122113, 115.959166 22.731709760000005, 115.95835409999997 22.73228418, 115.9576049 22.732938409999996, 115.95692639999999 22.73366562, 115.9563255 22.73445824, 115.95580859999997 22.735307999999993, 115.95538109999997 22.73620604, 115.9515282 22.745492919999997, 115.95118 22.746478539999995, 115.9509395 22.747495809999997, 115.9508937 22.74774948, 115.95077770000002 22.74861093, 115.95073890000002 22.749479289999996, 115.95073890000002 22.74952698, 115.95083940000002 22.750922859999996, 115.9509005 22.751344379999992, 115.95117139999998 22.75261279, 115.9512858 22.753015239999996, 115.9516248 22.75400283, 115.9520676 22.754948469999995, 115.95260909999998 22.75584127, 115.9579191 22.763623249999995, 115.9579547 22.763675059999997, 115.96944782000001 22.77862827, 116.04434615 22.796419640000003, 116.05335270000002 22.76332483, 116.05329840000002 22.763235379999998, 116.04198399999999 22.7448142, 116.04125219999999 22.74378008, 116.0405274 22.74288554, 116.03993139999999 22.74221551, 116.03927629999997 22.741603119999997, 116.01646440000002 22.722167239999997, 116.0156684 22.721556929999995, 116.01385259999999 22.72030762, 116.01306100000001 22.71981701))",8eb125f4-a0af-413c-8ec8-0b6a2ef485a4,POINT (116.00307970789709 22.759538325),0dadff92-c9e8-4adf-9a30-16c421fc3cff,2025-10-21 11:57:46,2025-10-21 11:57:46
39,漳州锚地,"MULTIPOLYGON (((118.11746920999997 24.207104979999993, 118.13121106074145 24.22108333726863, 118.12626951 24.20987265, 118.12863717717059 24.197993714991025, 118.11746920999997 24.207104979999993)), ((118.35515368999998 24.361382399999997, 118.5221647 24.261980490000003, 118.5222467 24.259835819999996, 118.52186220000002 24.2577243, 118.52116439999999 24.255541879999996, 118.5203938 24.2537668, 118.5193647 24.252188390000004, 118.39577490596535 24.12453437093436, 118.4910705 24.24557352, 118.4915887 24.24629671, 118.49203949999999 24.247063699999998, 118.4930466 24.24896914, 118.4934694 24.249878519999996, 118.4937977 24.250826179999997, 118.49402789999998 24.251802309999995, 118.49415759999997 24.25279678, 118.49418559999998 24.253799290000003, 118.49411149999999 24.254799450000004, 118.4939361 24.255786900000004, 118.4936612 24.25675139, 118.49328969999999 24.25768294, 118.49222919999998 24.259992739999998, 118.49182550000002 24.260777399999995, 118.49135309999998 24.26152278, 118.49081599999998 24.26222291, 118.4902183 24.26287216, 118.489565 24.26346532, 118.4304906 24.31245557, 118.42965780000002 24.31307517, 118.4287644 24.31360369, 118.3797837 24.339198409999998, 118.3789612 24.339581089999996, 118.37810690000002 24.33988649, 118.33959884939144 24.35168685473801, 118.35515368999998 24.361382399999997)))",382b5ac6-a068-4dc5-97ee-987c4f2d5562,POINT (118.44889518623435 24.185053945467182),c4ea2c8a-9eab-4edd-a0c4-6390f8786a78,2025-10-21 14:28:06,2025-10-21 14:28:06
