cluster_id,lat,lon,count,type,polygon,distance_to_coast
133,27.423687495099443,120.8383436290057,24,anchorage,GEOMETRYCOLLECTION EMPTY,18630.684996326527
136,22.983836452750726,116.58138171364591,90,anchorage,GEOMETRYCOLLECTION EMPTY,4491.839096357198
141,32.53556042113381,121.4201495656683,12,anchorage,GEOMETRYCOLLECTION EMPTY,17543.932076529643
142,30.779400620612694,122.6235736983255,46,anchorage,GEOMETRYCOLLECTION EMPTY,12953.451148994063
152,37.66030277485452,121.50542909587945,38,anchorage,GEOMETRYCOLLECTION EMPTY,12252.831478636424
158,25.27463857654558,119.67051394104446,126,anchorage,GEOMETRYCOLLECTION EMPTY,10401.57186710944
159,28.391197116263637,121.66876981412928,71,anchorage,GEOMETRYCOLLECTION EMPTY,4327.399551447596
160,37.24665315023907,119.17380511108698,157,anchorage,GEOMETRYCOLLECTION EMPTY,9115.662223503847
161,24.00398999076856,117.96481435603786,13,anchorage,GEOMETRYCOLLECTION EMPTY,8433.515062826396
162,37.870253302628264,120.96305475010907,67,anchorage,GEOMETRYCOLLECTION EMPTY,8296.82430417893
163,25.404810561842556,119.34906084143564,25,anchorage,GEOMETRYCOLLECTION EMPTY,4359.666313630117
173,26.622353529519735,120.28024134917807,5,anchorage,GEOMETRYCOLLECTION EMPTY,16504.66780827618
174,22.799938153586307,115.9897530154278,26,anchorage,GEOMETRYCOLLECTION EMPTY,3213.112514819635
176,23.84430983235808,117.81269795403028,9,anchorage,GEOMETRYCOLLECTION EMPTY,10514.87345713768
183,22.92002940119547,116.28930162712402,34,anchorage,GEOMETRYCOLLECTION EMPTY,4104.630114520003
186,30.817985236589564,121.80882265521339,25,anchorage,GEOMETRYCOLLECTION EMPTY,4522.5403841366915
197,25.149850381868752,119.26260803439133,21,anchorage,GEOMETRYCOLLECTION EMPTY,3283.5102780981156
198,29.4361670834568,122.1476600632772,10,anchorage,GEOMETRYCOLLECTION EMPTY,19739.997700431693
203,26.904884197262135,120.28779259989278,10,anchorage,GEOMETRYCOLLECTION EMPTY,6145.260217061062
204,24.12574240896852,118.1571541360773,3,anchorage,GEOMETRYCOLLECTION EMPTY,16979.432348981718
209,30.620965958626925,122.56882998550216,10,anchorage,GEOMETRYCOLLECTION EMPTY,11555.618812496383
247,39.44342414397101,123.13551678701556,10,anchorage,GEOMETRYCOLLECTION EMPTY,14982.858060804709
261,37.809650043125714,120.28274527263702,8,anchorage,GEOMETRYCOLLECTION EMPTY,17370.59214068204
272,29.148504785906464,122.05529851058427,5,anchorage,GEOMETRYCOLLECTION EMPTY,11135.194603504522
275,20.238268325832504,110.23435430224934,3,anchorage,GEOMETRYCOLLECTION EMPTY,4330.386455432232
315,22.326967503806966,114.07019879536347,6,anchorage,GEOMETRYCOLLECTION EMPTY,3868.793186540438
