prediction_index,reference_index,overlap_area_m2,relation
646,116,1377304.7367365751,部分重叠
648,567,537342.1636721785,部分重叠
648,176,145964.73175293283,部分重叠
650,265,566684.3847142329,部分重叠
650,264,185933.3199746807,部分重叠
652,46,217634.2867478973,预测包含真实
654,408,925989.7612053511,真实包含预测
655,914,735538.6689763007,部分重叠
656,408,795458.9984910623,部分重叠
657,808,373658.71749029134,部分重叠
658,834,429816.0228640826,部分重叠
659,265,1657055.2676429388,部分重叠
662,36,744828.0939938598,部分重叠
664,327,589787.0023325566,部分重叠
665,657,900862.5120129968,真实包含预测
667,815,494923.6267345126,部分重叠
679,870,521582.34151203284,部分重叠
681,327,1345838.3075366716,部分重叠
682,652,157905.64106525516,部分重叠
685,537,760440.8654140907,部分重叠
687,68,914250.7518017502,真实包含预测
688,301,845034.315107293,部分重叠
689,766,680153.1725406405,部分重叠
691,253,226483.5901499365,预测包含真实
692,365,777093.4309385759,部分重叠
694,131,518728.8795034157,部分重叠
696,504,118438.08060549776,部分重叠
696,505,503991.9665362728,预测包含真实
696,506,50828.972124115375,部分重叠
700,836,415289.1567372004,部分重叠
700,835,153208.96299595694,部分重叠
701,446,905538.1361553083,真实包含预测
702,712,993575.0177345121,部分重叠
702,711,27186.77724369037,部分重叠
703,653,2156631.951538035,部分重叠
704,715,492310.9422084896,部分重叠
705,553,675138.3540907933,部分重叠
705,552,365.7563181953314,部分重叠
708,613,612973.8778364286,部分重叠
709,153,1228556.9580233474,部分重叠
710,422,702990.0738760491,部分重叠
714,886,38182.053333326425,部分重叠
714,887,639145.9425659031,部分重叠
716,682,352341.22913731006,部分重叠
719,477,553521.3321645511,部分重叠
721,572,221232.34897272495,部分重叠
722,18,167052.6595056087,预测包含真实
723,737,354528.34679780685,部分重叠
725,11,60534.74925737438,预测包含真实
732,642,619243.3754793897,部分重叠
733,275,908413.930770871,部分重叠
734,457,84204.97357843837,部分重叠
734,308,557650.1733507604,部分重叠
735,727,780617.8095693296,部分重叠
736,611,911744.3509801792,部分重叠
